"Recurring_CostElementList_CostElement","Recurring_CategorySubtotal_TotalCost_AllPriorYears_val","Recurring_CategorySubtotal_TotalCost_PriorYear_val","Recurring_CategorySubtotal_TotalCost_CurrentYear_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOne_val","Recurring_CategorySubtotal_TotalCost_BudgetYearTwo_val","Recurring_CategorySubtotal_TotalCost_BudgetYearThree_val","Recurring_CategorySubtotal_TotalCost_BudgetYearFour_val","Recurring_CategorySubtotal_TotalCost_BudgetYearFive_val","Recurring_CategorySubtotal_TotalCost_Total_val","Recurring_CategorySubtotal_TotalCost_ToComplete_val","Recurring_CategorySubtotal_TotalCost_Continuing_val","CategorySubtotal_TotalCost_AllPriorYears_val","CategorySubtotal_TotalCost_PriorYear_val","CategorySubtotal_TotalCost_CurrentYear_val","CategorySubtotal_TotalCost_BudgetYearOneBase_val","CategorySubtotal_TotalCost_BudgetYearOneOCO_val","CategorySubtotal_TotalCost_BudgetYearOne_val","CategorySubtotal_TotalCost_BudgetYearTwo_val","CategorySubtotal_TotalCost_BudgetYearThree_val","CategorySubtotal_TotalCost_BudgetYearFour_val","CategorySubtotal_TotalCost_BudgetYearFive_val","CategorySubtotal_TotalCost_ToComplete_val","CategorySubtotal_TotalCost_Total_val","CategorySubtotal_TotalCost_Continuing_val","NonRecurring_CostElementList_CostElement","NonRecurring_CategorySubtotal_TotalCost_AllPriorYears_val","NonRecurring_CategorySubtotal_TotalCost_PriorYear_val","NonRecurring_CategorySubtotal_TotalCost_CurrentYear_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOne_val","NonRecurring_CategorySubtotal_TotalCost_ToComplete_val","NonRecurring_CategorySubtotal_TotalCost_Total_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearTwo_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearThree_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearFour_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val","NonRecurring_CategorySubtotal_TotalCost_Continuing_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearFive_val","Name_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-2b54bc9d4f25bbb735facfb69ca4e249b20da379-0-0efb4a3ab461484f365bc35bf0041b856932cadc","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-2b54bc9d4f25bbb735facfb69ca4e249b20da379-0-599b24b7ced5f0c02aa370a520c7d88048f5367b","","","","","","","","","","","","","","","2b54bc9d4f25bbb735facfb69ca4e249b20da379-0-f4527ff83d72c151263718d5d254194fd4f99ca7","2b54bc9d4f25bbb735facfb69ca4e249b20da379","root.record.ItemExhibitList.P5Item","2b54bc9d4f25bbb735facfb69ca4e249b20da379-0-58b6d47764d2119c4081614a49658f473f59ca61"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-2e582d147de09191c2efeebe0de503dbd1022065-0-26e8b2f3d2777bfb0fb6da9c530efe0298820b43","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2e582d147de09191c2efeebe0de503dbd1022065-0-0aed85132e69c05c1660a8eb0a60613812186340","2e582d147de09191c2efeebe0de503dbd1022065","root.record.ItemExhibitList.P5Item","2e582d147de09191c2efeebe0de503dbd1022065-0-4cedfd5ce8a95b950f68bfc5da4c2235d6db624a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-2fce19c843e721250b1baff18100fcf56b770018-0-89e4301d9b76c1e582bd292a78d2d9d55374b8cb","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2fce19c843e721250b1baff18100fcf56b770018-0-51a55f9299dceeb2779f8d65f7e3de5e36d7201e","2fce19c843e721250b1baff18100fcf56b770018","root.record.ItemExhibitList.P5Item","2fce19c843e721250b1baff18100fcf56b770018-0-d8df7bc9e7c2c3c50428b6de8ceedb8f47a8cff5"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-30057255576c490a2c7c0bc579e4becd1c1f9072-0-12df93905a688b9b7dd00a9741c9b8fb6b81256a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30057255576c490a2c7c0bc579e4becd1c1f9072-0-7fa513eeea6e2068220d7b9fa2f63f9772a3051f","30057255576c490a2c7c0bc579e4becd1c1f9072","root.record.ItemExhibitList.P5Item","30057255576c490a2c7c0bc579e4becd1c1f9072-0-71982dd20e8ed7f3c59d5c0fd171931e6f07e715"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-30171f8aa8bad81cbb604c26444732ccd69692fb-0-75645c31348f8d3bf87d05b456705f0450a2be67","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30171f8aa8bad81cbb604c26444732ccd69692fb-0-c3613706df57dde485382e20a7b2d9cd5d46e0f4","30171f8aa8bad81cbb604c26444732ccd69692fb","root.record.ItemExhibitList.P5Item","30171f8aa8bad81cbb604c26444732ccd69692fb-0-cbb05c54db25bf28ba8530e609ade102a348d859"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-315ec8a34c359885ffda05385ad6d2c0f12f7eeb-0-31c713023496ad67aa05be653dfbc6223bd10b35","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.NonRecurring.CostElementList-315ec8a34c359885ffda05385ad6d2c0f12f7eeb-0-96a9f53d4e7f87a869a59853292fff2aabb47b5a","","","","","","","","","","","","","","","315ec8a34c359885ffda05385ad6d2c0f12f7eeb-0-c351bf4a8666be26dac06e8a637ad7c7e1b643e9","315ec8a34c359885ffda05385ad6d2c0f12f7eeb","root.record.ItemExhibitList.P5Item","315ec8a34c359885ffda05385ad6d2c0f12f7eeb-0-484d025f961caccfc814c4a901616ff8ded41d8a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-3357c3eabbe93c50e744aaf05c9265d86c7fc39c-0-6bc4f4033b60596904927381c13b931c57674637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3357c3eabbe93c50e744aaf05c9265d86c7fc39c-0-eddef1b35a9092703965838f6f6c63312e970385","3357c3eabbe93c50e744aaf05c9265d86c7fc39c","root.record.ItemExhibitList.P5Item","3357c3eabbe93c50e744aaf05c9265d86c7fc39c-0-b99379d08288bc4a0a86b9e3d7d3d5e33d5fb33a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-34446f90e559d226c113dde04cb3e95f3b9dd140-0-aa305c5ab81e30a87d70b2e1159a930581614c39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34446f90e559d226c113dde04cb3e95f3b9dd140-0-3617d50b21a6076fe45c769fea32132567687ece","34446f90e559d226c113dde04cb3e95f3b9dd140","root.record.ItemExhibitList.P5Item","34446f90e559d226c113dde04cb3e95f3b9dd140-0-fb752e027772d1510336149c4d670891bae2a97f"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-38de6458aec95045b90843d2833c437c0ee84d77-0-a1ba4b9fce6884f653a5bc0be329df07c87a4249","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38de6458aec95045b90843d2833c437c0ee84d77-0-2063392a19991171a088684c58fb547b04bbaf4f","38de6458aec95045b90843d2833c437c0ee84d77","root.record.ItemExhibitList.P5Item","38de6458aec95045b90843d2833c437c0ee84d77-0-c2ef1b0d00c7df1db369faf44c9b194f58b82119"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-395478ef1b0a421c92488312676ba28f2a3a4fe8-0-f33f3195e3cda77d00b72ba5e736018cee9b4cca","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","395478ef1b0a421c92488312676ba28f2a3a4fe8-0-1bff292bd4d92a1f9c6f1f24161c5217d2d48b59","395478ef1b0a421c92488312676ba28f2a3a4fe8","root.record.ItemExhibitList.P5Item","395478ef1b0a421c92488312676ba28f2a3a4fe8-0-468dbf422e1befbf5073db19f87ff77e46787737"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-39571ed7cd9dc717b606148d5df1af542abf6907-0-3ea71a97652a46eedc2ff7f821e5cae551db2304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39571ed7cd9dc717b606148d5df1af542abf6907-0-dd000913b55f474efcdd7f9bdb979933131131fd","39571ed7cd9dc717b606148d5df1af542abf6907","root.record.ItemExhibitList.P5Item","39571ed7cd9dc717b606148d5df1af542abf6907-0-381c9dd2315ef2fb7715089f6d84ce968672ab1f"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-39571ed7cd9dc717b606148d5df1af542abf6907-0-5a7f18b1791bf840ff3a64120618635c2ab32301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39571ed7cd9dc717b606148d5df1af542abf6907-0-75bb91cdcc038db486bb082fe33d8d43a49abf7b","39571ed7cd9dc717b606148d5df1af542abf6907","root.record.ItemExhibitList.P5Item","39571ed7cd9dc717b606148d5df1af542abf6907-1-860aebab92dcddf5d76daa0cf177ed23fb8a0838"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-39571ed7cd9dc717b606148d5df1af542abf6907-0-874eac745ab05cd17db766f8c70ceb894bb0947c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39571ed7cd9dc717b606148d5df1af542abf6907-0-c1ec147ad9c13adfd1b595223dcc805c30ef5a4f","39571ed7cd9dc717b606148d5df1af542abf6907","root.record.ItemExhibitList.P5Item","39571ed7cd9dc717b606148d5df1af542abf6907-2-6b9782746e54ea5ddbc441089550d1c7767095b6"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-3b34d18a5d4aa4077abc9231c4059beff20be773-0-e9c1ed380c209a7c557cf67f93b3dc30580b924d","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3b34d18a5d4aa4077abc9231c4059beff20be773-0-dac83cb721529b2b6d2e469a313888e0ae0279d7","3b34d18a5d4aa4077abc9231c4059beff20be773","root.record.ItemExhibitList.P5Item","3b34d18a5d4aa4077abc9231c4059beff20be773-0-e42fabe80302cb4e1a49dbac0ceaf6e1ec1ba50f"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-3b3c0519bfed823ec2fbed3accc70140956c496f-0-4a5bb97e95987a54a8adb33d040e8009a81b3cba","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3b3c0519bfed823ec2fbed3accc70140956c496f-0-fcd93e03bda301d9a78558002641c7d324ce90de","3b3c0519bfed823ec2fbed3accc70140956c496f","root.record.ItemExhibitList.P5Item","3b3c0519bfed823ec2fbed3accc70140956c496f-0-1cde5b609b31cc932cfdc23f05e121e076d1f487"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-3d0bd5858cf73068109ecaf0896a812b5fe018b8-0-ca187c85bb196b15ee35d6dd6329238731f36f51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3d0bd5858cf73068109ecaf0896a812b5fe018b8-0-add5ad9ed89d7f123088c741661cb0c9847d7320","3d0bd5858cf73068109ecaf0896a812b5fe018b8","root.record.ItemExhibitList.P5Item","3d0bd5858cf73068109ecaf0896a812b5fe018b8-0-2cb955b7bf85c272beabb0ed71465b0f318053c6"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-40d3ef55bdedf4b0a80accadd02984fd65249379-0-4d2f5e0882acc2db5a115d3b6d2187a1f2ef6910","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40d3ef55bdedf4b0a80accadd02984fd65249379-0-f84b1b77b544634f1f3665c7ffe99d7717c2735f","40d3ef55bdedf4b0a80accadd02984fd65249379","root.record.ItemExhibitList.P5Item","40d3ef55bdedf4b0a80accadd02984fd65249379-0-49283ff7a69085e2a0e69291687c8cd37336e77a"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-41201b941d5cd4e39fe2a3cb6c9c2d6ee3e545e2-0-98e7591fdd5e847750e332e18a7065524e977d51","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41201b941d5cd4e39fe2a3cb6c9c2d6ee3e545e2-0-269f8bd4ca365161818064e75c78f9ece38a2258","41201b941d5cd4e39fe2a3cb6c9c2d6ee3e545e2","root.record.ItemExhibitList.P5Item","41201b941d5cd4e39fe2a3cb6c9c2d6ee3e545e2-0-2adcaeb4166aeb9cbf59a26e89974921cc32e599"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-41e98b5e42548fe3add52c73756e82aeb26a0346-0-989578754688b0bafa1b785c9095b06b36b9430e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41e98b5e42548fe3add52c73756e82aeb26a0346-0-20ef1a08104c634523e5aed9e00d3f38b0ab592a","41e98b5e42548fe3add52c73756e82aeb26a0346","root.record.ItemExhibitList.P5Item","41e98b5e42548fe3add52c73756e82aeb26a0346-0-c8426d43be60d14c8d602302f7a791a833e45332"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-420c412f256e7c18ac56cf89fd9920e96077a440-0-19861d0e81486d466d665480bd35c030ca91fad5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","420c412f256e7c18ac56cf89fd9920e96077a440-0-88048e9ac40239bfee78d1a362827a88bccc091a","420c412f256e7c18ac56cf89fd9920e96077a440","root.record.ItemExhibitList.P5Item","420c412f256e7c18ac56cf89fd9920e96077a440-0-0e4ada3377453c12a85e4015b54185bd780f8b6d"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-42646f15bd86548ed8ba3a7fb6d4e578ef546039-0-9d25d186285c5ae13e81553a28b15b2131813744","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42646f15bd86548ed8ba3a7fb6d4e578ef546039-0-7271aee8c7bbf2b11944aa8880d0cfcb0cc828f2","42646f15bd86548ed8ba3a7fb6d4e578ef546039","root.record.ItemExhibitList.P5Item","42646f15bd86548ed8ba3a7fb6d4e578ef546039-0-a2e47d425cc385990d78fba23e71611ef7c8f6e4"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-4288d6641131c2109528b6d6f62974e45d7f7dab-0-5fabd94c7dc2a5380155ecac578087baffc1d4c1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4288d6641131c2109528b6d6f62974e45d7f7dab-0-6fedd85b0379a9094ef331b670d4449df39a44ff","4288d6641131c2109528b6d6f62974e45d7f7dab","root.record.ItemExhibitList.P5Item","4288d6641131c2109528b6d6f62974e45d7f7dab-0-3c983baaed31d12258e49f261b5dc7d106de55b8"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-42f81308f70386778cf7dbff46588df299abe9dc-0-20beebaa21c4196bc042490aaa21c05eb91fda2a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42f81308f70386778cf7dbff46588df299abe9dc-0-a8271c601f233e968006b240db89d917fcaed8f3","42f81308f70386778cf7dbff46588df299abe9dc","root.record.ItemExhibitList.P5Item","42f81308f70386778cf7dbff46588df299abe9dc-0-cd8e755276cbd449982268e47379f82e0dc7838d"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-4789d5c42c3cceecc671f188c41b52819ecfe584-0-bebca3a1afc280bda6fad4e80a8c2bfb6292be9a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4789d5c42c3cceecc671f188c41b52819ecfe584-0-8bb7813e6bcad6a1b34fba7ecad370bb0131c408","4789d5c42c3cceecc671f188c41b52819ecfe584","root.record.ItemExhibitList.P5Item","4789d5c42c3cceecc671f188c41b52819ecfe584-0-40d5cba79eee108ce5e66f61c41cee267834b3a2"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-491c5f378bfdb1c79b2345f3bb7c053a509d0c2c-0-dd7972fce5da314af7d05f0883372b7c8f25e6dc","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","491c5f378bfdb1c79b2345f3bb7c053a509d0c2c-0-6e2520ec4ca68a3cb4431909b586ec8a7e693e8f","491c5f378bfdb1c79b2345f3bb7c053a509d0c2c","root.record.ItemExhibitList.P5Item","491c5f378bfdb1c79b2345f3bb7c053a509d0c2c-0-752eb27e9892ca21fdb804f86b35ba8897783f2f"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-495c50b909ae948a28d51979cae1633c00425d79-0-2416a2b6b37c1eff8f4604a71b7c5fbac134fc92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","495c50b909ae948a28d51979cae1633c00425d79-0-4055ff7c88072e8172f0bac10b767c122f944a43","495c50b909ae948a28d51979cae1633c00425d79","root.record.ItemExhibitList.P5Item","495c50b909ae948a28d51979cae1633c00425d79-0-72905e1a8112817827ef35aa7c1ca09a2d2af9c7"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-49d33da38b604276ee3077ae8fa308ad52467402-0-084b78b35af8a37dcf7cffaef4bcd047655438cd","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49d33da38b604276ee3077ae8fa308ad52467402-0-5679ab0f595d2bd3f7e913466c1ff66a7c372072","49d33da38b604276ee3077ae8fa308ad52467402","root.record.ItemExhibitList.P5Item","49d33da38b604276ee3077ae8fa308ad52467402-0-af0c226765eb7ea96ac0e66f8785a14c34e975ee"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-49d33da38b604276ee3077ae8fa308ad52467402-0-50b8efb4d28a5b710002b344c7bdfc96e11ac74e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49d33da38b604276ee3077ae8fa308ad52467402-0-ed6186a027397ee94f4243851fe1e49ab4112fe1","49d33da38b604276ee3077ae8fa308ad52467402","root.record.ItemExhibitList.P5Item","49d33da38b604276ee3077ae8fa308ad52467402-1-66643faa5b866e80f7ccebc6bc1efb567ed13e50"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-49d33da38b604276ee3077ae8fa308ad52467402-0-3eedff1ff88e45eaa161cfeddc6cad81fa270d49","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49d33da38b604276ee3077ae8fa308ad52467402-0-3eba958976c33e172c665e099e309a72b2f3ad56","49d33da38b604276ee3077ae8fa308ad52467402","root.record.ItemExhibitList.P5Item","49d33da38b604276ee3077ae8fa308ad52467402-2-8490004e8f86db92a90d60b05232a4f7a6246526"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-49d33da38b604276ee3077ae8fa308ad52467402-0-58629609722c1f02c0e70ae56cfba0458cb80fa8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49d33da38b604276ee3077ae8fa308ad52467402-0-f7024a1233ffa5257a1361c8946fee8243b0c562","49d33da38b604276ee3077ae8fa308ad52467402","root.record.ItemExhibitList.P5Item","49d33da38b604276ee3077ae8fa308ad52467402-3-5499162dc60291b68401e826e3a7745d796b098c"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-49d33da38b604276ee3077ae8fa308ad52467402-0-5b2cee350c25a43ad0b485ac0218e5c59e25b4d1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49d33da38b604276ee3077ae8fa308ad52467402-0-57c4b54b400d9c2031ff4ebae4577fce523e5a3c","49d33da38b604276ee3077ae8fa308ad52467402","root.record.ItemExhibitList.P5Item","49d33da38b604276ee3077ae8fa308ad52467402-4-ae4c846544a5f057903686d4d3bd229e440d9ae8"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-49d33da38b604276ee3077ae8fa308ad52467402-0-c1e126ffff5872f5492a69d1423689acbd7dbb3b","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49d33da38b604276ee3077ae8fa308ad52467402-0-29b514e41db0c75d322611eeb0c3922824a1c287","49d33da38b604276ee3077ae8fa308ad52467402","root.record.ItemExhibitList.P5Item","49d33da38b604276ee3077ae8fa308ad52467402-5-167d0cc6a6fae2471e9015ee60ef451cf17c9a5f"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-49d33da38b604276ee3077ae8fa308ad52467402-0-1f62319107c2619c2ced5dbd3487566cd95f48a4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49d33da38b604276ee3077ae8fa308ad52467402-0-096561aef679cdbf0896e3bff5d4aeb34828c22d","49d33da38b604276ee3077ae8fa308ad52467402","root.record.ItemExhibitList.P5Item","49d33da38b604276ee3077ae8fa308ad52467402-6-2514110cdf4aa17a87aa449a456f28f58f7e3c95"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-4b77f0e956501c8aa0b58ba7d7fc37b910aefc48-0-1915577db1e61370c7a50c44659c87a38ba34930","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4b77f0e956501c8aa0b58ba7d7fc37b910aefc48-0-d25a4da1d7a5d99b8b3d2c5d0c54bd20bac6b903","4b77f0e956501c8aa0b58ba7d7fc37b910aefc48","root.record.ItemExhibitList.P5Item","4b77f0e956501c8aa0b58ba7d7fc37b910aefc48-0-05ed7270c3714f91180a0cbc115096cbc4dcd53e"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-4b7eb4ce166018a112f0cf57c6e8500673c81bf3-0-dd280445ee55b07da6b283c63c407d4bdb0e2b07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4b7eb4ce166018a112f0cf57c6e8500673c81bf3-0-80786ea1ac541f7d283552b664ec00ba782d6a2b","4b7eb4ce166018a112f0cf57c6e8500673c81bf3","root.record.ItemExhibitList.P5Item","4b7eb4ce166018a112f0cf57c6e8500673c81bf3-0-6e1776a0d3fd95327c0baaefb4f9c763e7eed286"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-4dc0ddd39e64f1f7fd076b5cebdfa0ae1174e925-0-74b86880243d00081a57f06fdab39c8dc7215257","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4dc0ddd39e64f1f7fd076b5cebdfa0ae1174e925-0-b0e4d0f77faa68fe49e9039ee58fe8117f7d6ba2","4dc0ddd39e64f1f7fd076b5cebdfa0ae1174e925","root.record.ItemExhibitList.P5Item","4dc0ddd39e64f1f7fd076b5cebdfa0ae1174e925-0-e14be912636dcc740c450f03b47176bd0898b776"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-4df4043f960a7680614aaacf5ca3e26c7a3e2485-0-973711d53c3406465474b0c8bf4e5f7da1ccbc34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4df4043f960a7680614aaacf5ca3e26c7a3e2485-0-dded8377bb0ef5f019440480fee633699a5ee0fd","4df4043f960a7680614aaacf5ca3e26c7a3e2485","root.record.ItemExhibitList.P5Item","4df4043f960a7680614aaacf5ca3e26c7a3e2485-0-37bf2492fddc6d5e094e5a63a90aad4b0844d5e9"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-4ed148da8c14e276ccd548a0a996ee33eb8a2eef-0-a51f01cd5bd7dce09e7ae7e1b598e28dadcfb655","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4ed148da8c14e276ccd548a0a996ee33eb8a2eef-0-37fb08fbb32a54e56fd9be1da44a5b2b41a54219","4ed148da8c14e276ccd548a0a996ee33eb8a2eef","root.record.ItemExhibitList.P5Item","4ed148da8c14e276ccd548a0a996ee33eb8a2eef-0-9d8cb7af4fdee8315ed4fb81f0638294cffb53bd"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-4ed148da8c14e276ccd548a0a996ee33eb8a2eef-0-c8b7b8f6c2f434305e2793c717ef1df97456f285","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4ed148da8c14e276ccd548a0a996ee33eb8a2eef-0-d28ddf2cd53827337019e22ddc8a15d0a2796a5e","4ed148da8c14e276ccd548a0a996ee33eb8a2eef","root.record.ItemExhibitList.P5Item","4ed148da8c14e276ccd548a0a996ee33eb8a2eef-1-e2eacc343d662d97e5312965d0eed4f0158acfc0"
"root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList-4ed148da8c14e276ccd548a0a996ee33eb8a2eef-0-8d384dc402670ea00c2f96be1d40cfbdd9d2378e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4ed148da8c14e276ccd548a0a996ee33eb8a2eef-0-1752d05e53a1746d2aab4afd6f6d3249a59ad3af","4ed148da8c14e276ccd548a0a996ee33eb8a2eef","root.record.ItemExhibitList.P5Item","4ed148da8c14e276ccd548a0a996ee33eb8a2eef-2-209ef56e4549869b27bae01af5d3cd49293b77b7"
