"Name_val","Name_@footnote","Location_val","ContractDates_PriorYear_val","ContractDates_PriorYear_@footnote","ContractDates_CurrentYear_val","ContractDates_CurrentYear_@footnote","ContractDates_BudgetYearOne_val","ContractDates_BudgetYearOne_@footnote","ContractDates_BudgetYearTwo_val","ContractDates_BudgetYearThree_val","ContractDates_BudgetYearFour_val","ContractDates_BudgetYearFive_val","DeliveryDates_PriorYear_val","DeliveryDates_CurrentYear_val","DeliveryDates_BudgetYearOne_val","DeliveryDates_BudgetYearTwo_val","DeliveryDates_BudgetYearThree_val","DeliveryDates_BudgetYearFour_val","DeliveryDates_BudgetYearFive_val","AdminLeadTimeAfterOct1InMonths_val","ProductionLeadTimeAfterOct1InMonths_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Boeing - ECP-XXX1 - ECP XX12","","St Louis, MO","","","","","2016-01","","2017-01","2018-01","2019-01","2020-01","","","2016-09","2017-09","2018-09","2019-09","2020-09","4","8","f9acaded54ab194921f8e856a7550264251cc180-0-f86086332193b1cb8cc587bf8faaecabe17b5d59","f9acaded54ab194921f8e856a7550264251cc180","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","f9acaded54ab194921f8e856a7550264251cc180-0-a96be6899d151500939833bc76961b7de65261b0"
"TBD","","TBD","","","","","","","","","","","","","","","","","","","","f9acaded54ab194921f8e856a7550264251cc180-0-4f7590bd5a39208086d2de7bb2af36c7dc0e3633","f9acaded54ab194921f8e856a7550264251cc180","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","f9acaded54ab194921f8e856a7550264251cc180-0-57b8d165577d284584db7ac0760ab466b75e6300"
"N/A","","N/A","","","","","","","","","","","","","","","","","","","","f9acaded54ab194921f8e856a7550264251cc180-0-c60381ad49cc7e34988c04ff28d1e33ab9790b16","f9acaded54ab194921f8e856a7550264251cc180","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","f9acaded54ab194921f8e856a7550264251cc180-0-7a3a872ce22697854b74ce1ec46615605cf8d1bf"
"Various OEM contractors","","Various","2014-07","","2015-07","","2016-07","","","","","","2014-10","2015-10","2016-10","","","","","10","3","fa2543fd90cc62384339494a455b37803dac92d4-0-bd626867422af498406a1933f211784d39bda01f","fa2543fd90cc62384339494a455b37803dac92d4","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fa2543fd90cc62384339494a455b37803dac92d4-0-d6d6a2eac49127e20104245a2a49b438b0776fed"
"General Electric","GE has indicated their major sub-vendors have increased material manufacturing time, which increased each shipset lead time from 10 months to 20-22 months for production, assembly and shipping. Adding in the  3-4 month contracting process, the new DFC kit lead time is estimated up to 26 months vice the previous 12 month lead time.","Cincinnati, OH","2014-02","","2015-02","","2016-02","","2017-02","2018-02","2019-02","2020-02","2016-03","2017-03","2018-03","2019-03","2020-03","2021-12","2022-03","3","22","fa6cd53d35bc6728871dfc852b61d139ec26a9c8-0-475fa7f4da286261cf09cb154443abe3fc63e8bc","fa6cd53d35bc6728871dfc852b61d139ec26a9c8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fa6cd53d35bc6728871dfc852b61d139ec26a9c8-0-c748f2fdf303f53fc732b999d380bf3ab764a9e8"
"NORTHROP GRUMMAN","","MELVILLE, NY","","","","","","","2017-06","2018-06","","","","","","2018-12","2019-12","","","6","18","fbd534d83e8be5619afd5abdd9e257c5058cc278-0-5f583292aa8ff045670e4042873eb20215cad8df","fbd534d83e8be5619afd5abdd9e257c5058cc278","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fbd534d83e8be5619afd5abdd9e257c5058cc278-0-cde00530f42ad540a31ab890e11df564f944daa0"
"RAYTHEON","","ST. PETERSBURG, FL","","","","","","","2017-06","2018-06","","","","","","2018-12","2019-12","","","6","18","fbd534d83e8be5619afd5abdd9e257c5058cc278-0-13b25e4d83f90ea4337adf5334363666d0265029","fbd534d83e8be5619afd5abdd9e257c5058cc278","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fbd534d83e8be5619afd5abdd9e257c5058cc278-0-f7f56e5d28b9a0fc74dc765d4bedb056b752602f"
"LOCKHEED MARTIN","","SYRACUSE, NY","","","","","","","2017-06","2018-06","","","","","","2018-12","2019-12","","","6","18","fbd534d83e8be5619afd5abdd9e257c5058cc278-0-cf7b122fc75d343f84d1f047a9df68be5201098a","fbd534d83e8be5619afd5abdd9e257c5058cc278","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fbd534d83e8be5619afd5abdd9e257c5058cc278-0-79ceccfbe4379b21585782e8e615cd1e6bc69bcf"
"LOCKHEED MARTIN","","MOORESTOWN, NJ","","","","","","","2017-04","2018-04","","","","","","2018-12","2019-12","","","6","20","fbd534d83e8be5619afd5abdd9e257c5058cc278-0-dd9271100cc8b0f42ad8508d96b24dd21d4316f5","fbd534d83e8be5619afd5abdd9e257c5058cc278","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fbd534d83e8be5619afd5abdd9e257c5058cc278-0-5a6f869fd9720c6bd047effe92dcbfbe9cd6c86e"
"LOCHEED MARTIN","","BALTIMORE, MD","","","","","","","2017-06","2018-06","","","","","","2018-12","2019-12","","","6","18","fbd534d83e8be5619afd5abdd9e257c5058cc278-0-810124f7d1d8e3164296170868bf0a135b6ca9ec","fbd534d83e8be5619afd5abdd9e257c5058cc278","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fbd534d83e8be5619afd5abdd9e257c5058cc278-0-57c9f68388bf6a89ff7e35b9661d94428a51e502"
"Various","","Various","","","","","","","2017-06","2018-06","","","","","","2018-12","2019-12","","","6","18","fbd534d83e8be5619afd5abdd9e257c5058cc278-0-2bc2974e23dadb7a48d756ccabe125ad6f130a19","fbd534d83e8be5619afd5abdd9e257c5058cc278","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fbd534d83e8be5619afd5abdd9e257c5058cc278-0-0f15c755bbc68f2143df36a9ab1dfb002ad9dc79"
"HENSCHEL","","NEWBURY PORT, MA","","","","","","","","2017-12","2018-12","","","","","","2018-12","2019-12","","6","6","fbd534d83e8be5619afd5abdd9e257c5058cc278-0-86067c5dfe6f38bb3e66a6277ba85580bef0d1cc","fbd534d83e8be5619afd5abdd9e257c5058cc278","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fbd534d83e8be5619afd5abdd9e257c5058cc278-0-1a73e0a9ef49f81f1574f82f78dfb7c524436335"
"TBD","","TBD","","","","","","","","","","","","","","","","","","","","fbd534d83e8be5619afd5abdd9e257c5058cc278-0-bb1b8fe56b3719ccd13d5b867a127349f12a1fde","fbd534d83e8be5619afd5abdd9e257c5058cc278","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fbd534d83e8be5619afd5abdd9e257c5058cc278-0-38842aa480ed7241f6ff1931a038f7fca406d657"
"Raytheon","","Marlborough, MA","","","","","","","","","","","","","","","","","","6","18","fbd534d83e8be5619afd5abdd9e257c5058cc278-0-0f51b282483298c3b7a8d8cf4bd4089794ec6fd2","fbd534d83e8be5619afd5abdd9e257c5058cc278","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fbd534d83e8be5619afd5abdd9e257c5058cc278-0-4c7365c52e277226d037f211ea1870cc913b537a"
"Lockheed Martin","","Camden, AR","","","","","2016-06","","2017-03","2018-03","2018-10","","","","2018-01","2018-10","2019-10","2020-02","","3","15","fca04f71dc6bfa8b84b3767b14cf97080a57e0de-0-3a034b2e8bdc45abc8544f3ab5e50c8e53bc2c36","fca04f71dc6bfa8b84b3767b14cf97080a57e0de","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fca04f71dc6bfa8b84b3767b14cf97080a57e0de-0-3a5261dbd9fdefd654565dcbda5c3b040b973ac9"
"Lockheed Martin","","Fort Worth","2015-03","","2015-03","","2016-03","","2017-03","","","","2016-11","2017-05","2017-11","2018-11","","","","5","20","fca77211d3d6b98bf06a1e72c768bc51e9985e7b-0-5bf8ba0aba489ed1b95f56403e2c46d12910462c","fca77211d3d6b98bf06a1e72c768bc51e9985e7b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fca77211d3d6b98bf06a1e72c768bc51e9985e7b-0-950c4f3f770d8ff452abc05fb8cda22c8379573e"
"Lockheed Martin","","Fort Worth","","","","","2016-01","","2016-10","2017-10","2018-10","","","","2016-04","2017-01","2018-01","2019-01","","4","3","fca77211d3d6b98bf06a1e72c768bc51e9985e7b-0-eb971103c794788a66314c300333ddc43aa39d3e","fca77211d3d6b98bf06a1e72c768bc51e9985e7b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fca77211d3d6b98bf06a1e72c768bc51e9985e7b-0-77984e1d90892f92e9e2a08cfa618e24fc794ab2"
"Lockheed Martin","","Fort Worth","","","","","","","","","","","","","","","","","","0","0","fca77211d3d6b98bf06a1e72c768bc51e9985e7b-0-82494ea8e9081fe107828a92fffcdf6bb80ce587","fca77211d3d6b98bf06a1e72c768bc51e9985e7b","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","fca77211d3d6b98bf06a1e72c768bc51e9985e7b-0-017994d67af5118cb54a7bd9f7deef65201a5c64"
"General Dynamics","","Taunton, MA","2013-12","","2014-12","","2015-12","","","","","","2014-01","2015-01","2016-01","","","","","2","1","ff0369a6d47e7e0cb1504f915a8f487bb91c4a5d-0-663a71a54ab0fdea95075b53c6564d1aff2b749e","ff0369a6d47e7e0cb1504f915a8f487bb91c4a5d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","ff0369a6d47e7e0cb1504f915a8f487bb91c4a5d-0-c74c14733128c7ca30489174a577778fcba6086c"
"SERCO, INC.","","San Diego, CA","","","","","2015-11","","","","","","","","2016-06","","","","","1","7","ff0369a6d47e7e0cb1504f915a8f487bb91c4a5d-0-8605b962d0e5e792b0f95f52aabb14becfd42bbb","ff0369a6d47e7e0cb1504f915a8f487bb91c4a5d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","ff0369a6d47e7e0cb1504f915a8f487bb91c4a5d-0-aefb3ee09f126882e13eaf958512a128a479f189"
"SSC PAC-- San Diego, CA","","San Diego, CA","","","","","2015-11","","","","","","","","2016-01","","","","","1","2","ff0369a6d47e7e0cb1504f915a8f487bb91c4a5d-1-660141cda55420b75f6e1dfbd77019c0cd9d44e8","ff0369a6d47e7e0cb1504f915a8f487bb91c4a5d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","ff0369a6d47e7e0cb1504f915a8f487bb91c4a5d-0-aefb3ee09f126882e13eaf958512a128a479f189"
"SSC PAC-- San Diego, CA","","San Diego, CA","","","","","2015-11","","","","","","","","2016-06","","","","","1","7","ff0369a6d47e7e0cb1504f915a8f487bb91c4a5d-2-68ec77109512187699e7e5c30840faf11781b3cb","ff0369a6d47e7e0cb1504f915a8f487bb91c4a5d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","ff0369a6d47e7e0cb1504f915a8f487bb91c4a5d-0-aefb3ee09f126882e13eaf958512a128a479f189"
"SSC LANT","","Charleston, SC","2014-01","","2015-03","","2016-03","","","","","","2014-03","2015-05","2016-05","","","","","5","2","ff0369a6d47e7e0cb1504f915a8f487bb91c4a5d-0-6d56266ff12a3753f9cd54091a7db82cb10b7f1c","ff0369a6d47e7e0cb1504f915a8f487bb91c4a5d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","ff0369a6d47e7e0cb1504f915a8f487bb91c4a5d-0-bd9948905dd0c2d7c61b28ce452863a90ac9c246"
"LANT","","LANT","","","","","2015-12","","2016-12","","","","","","2016-03","2017-03","","","","2","3","ff0369a6d47e7e0cb1504f915a8f487bb91c4a5d-0-efe41084079525b57ba6559ab8535df05d78c97f","ff0369a6d47e7e0cb1504f915a8f487bb91c4a5d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","ff0369a6d47e7e0cb1504f915a8f487bb91c4a5d-0-44c0cae1b97315f66129227227efa9f95db8adb8"
"Various","","Various","","","","","","","","","","","","","","","","","","6","12","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5-0-786a9b9ac52963b48da93bd5b78eb165640e03fc","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5-0-c076d75af7e22feed8d9c5264b9004404a183ff6"
"Various","","Various","","","","","2016-03","","2017-03","2018-03","2019-03","2020-03","","","2017-03","2018-03","2019-03","2020-03","2021-03","6","12","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5-0-d9f02486062325a5f774e726329e79a5a300c33d","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5-0-d7d94c48ff240200045c97f6dfa9f8e91ac71593"
"Various","","Various","2014-03","","","","","","2017-03","","","","2015-03","","","2018-03","","","","6","12","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5-0-5dca9beb639691d2ac1c9b64c147fd097ef4de53","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5-0-94980e28e1f53430481227dee784e5b30e41410d"
"Various","","Various","","","","","","","","","2019-03","2020-03","","","","","","2020-03","2021-03","6","12","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5-0-38875f066b8242221c2e2d83bcd599e0b0e6963a","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5-0-e38f8acfff48da60d921b991d980284822cf6a3d"
"Various","","Various","","","","","2016-03","","2017-03","2018-03","","","","","2017-03","2018-03","2019-03","","","6","12","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5-0-1fa572e0be859830a70b69e8b366c9bf7a3a66ea","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5-0-87f2c4fdf6c6be4291720a6d71e57b4d10412c6b"
"Various","","Various","2014-03","","2015-03","","2016-03","","2017-03","2018-03","2019-03","2020-03","2015-03","2016-03","2017-03","2018-03","2019-03","2020-03","2021-03","6","12","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5-0-8f077b013fb9387cdc4cbbb14b23234460c47884","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5-0-fd4a535265d23423b6fa24c2b029e53d41fb7e66"
"Various","","Various","","","","","2016-03","","2017-03","","","","","","2017-03","2018-03","","","","6","12","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5-0-a0a09159eaa445a12fae0c2e76e44c94f8c8ad8a","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5-0-7a58b62b83b4496dbd22a46e80c1b57100687411"
"Various","","Various","","","","","","","","2018-03","","2020-03","","","","","2019-03","","2021-03","6","12","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5-0-52acf886103545c5f867b09ee5cf07fc000109a4","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","ff34dea3d1d12bf1b3cc0a0d29797de2be5054b5-0-4d43f6bad38b62eaf6103eff62054fe1a6119593"
"Northrup Grumman","","El Segundo, CA","","","2012-03","","2013-04","","","","","","","2013-09","2014-10","","","","","3","18","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-a6b8478370491b315ebf236f0535fb3eeaa549a5","00d39061bb6cf1a3704c757ddeffe08ad768d434","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-5d2b0ddeab58e667f5c73bc6f48f168c32e7345a"
"Northrop Grumman Corp","","El Segundo CA","","","","","","","","","","","","","","","","","","3","0","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-39bd48ecf04a83ad82e76c67655d2e01fbf8ae86","00d39061bb6cf1a3704c757ddeffe08ad768d434","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-ea0d2429ea41d74d1f85a1dccffd8c4fd74d85a0"
"Various","","Various","","","","","","","","","","","","","","","","","","3","0","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-cb2130c8bc81abf8dc1abbc3f146f3a830a1711f","00d39061bb6cf1a3704c757ddeffe08ad768d434","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","00d39061bb6cf1a3704c757ddeffe08ad768d434-0-c654218b6883cf585587aec92d0b5bbbcf5d37e6"
"Manufacturer Name Not Provided.","","Manufacturer Location Not Provided.","","","","","","","","","","","","","","","","","","","","00d6610f780a5c963973b7ab49a0c39b8024e7ce-0-bda08db7e8ddfe11880d6a523c075da355df4d3c","00d6610f780a5c963973b7ab49a0c39b8024e7ce","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","00d6610f780a5c963973b7ab49a0c39b8024e7ce-0-84b45f7a80f6296f44c893053d0d44efe179d898"
"Argon","","Union Town, PA","","","","","","","2014-05","","","","","","","2014-05","","","","0","0","00d6610f780a5c963973b7ab49a0c39b8024e7ce-0-a5d346c399be8cc65fac1bca4e0d37e892d14bca","00d6610f780a5c963973b7ab49a0c39b8024e7ce","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","00d6610f780a5c963973b7ab49a0c39b8024e7ce-0-f4a912127875d9f7c30acd9af90595485fe5607e"
"Argon","","Union Town, PA","","","","","2013-01","","","","","","","","2015-01","","","","","12","24","00d6610f780a5c963973b7ab49a0c39b8024e7ce-0-8978b20c4154b7d4337e971dde1bb2adcd4ae8d3","00d6610f780a5c963973b7ab49a0c39b8024e7ce","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","00d6610f780a5c963973b7ab49a0c39b8024e7ce-0-0a1d03af13829bedb4612e55e2b806061e2fcb8c"
"Argon","","Union Town, PA","","","2012-01","","2013-01","","","","","","","2013-03","2014-03","","","","","6","14","00d6610f780a5c963973b7ab49a0c39b8024e7ce-0-aead324a05185a05ecd5f860dd92cc37870cf627","00d6610f780a5c963973b7ab49a0c39b8024e7ce","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","00d6610f780a5c963973b7ab49a0c39b8024e7ce-0-9113719e774f6e391290cfe4c172cd1fb249f2ba"
"BAE","","SAN DIEGO, CA","2010-12","","2011-12","","2012-12","","","","","","2011-05","2012-05","2013-05","","","","","2","5","00f1c57921cd977eb3a83c29154ff7fc30663222-0-5c805e11f16706a71f74770c65fd29cd956f0f9d","00f1c57921cd977eb3a83c29154ff7fc30663222","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","00f1c57921cd977eb3a83c29154ff7fc30663222-0-be112359470c06e31d950a6f347485213efd9eb3"
"BAE","","SAN DIEGO, CA","2010-12","","","","2012-12","","","","","","2011-05","","2013-05","","","","","2","5","00f1c57921cd977eb3a83c29154ff7fc30663222-0-1be2061907d4f802c70c3ce1fa71d7f2fc114db3","00f1c57921cd977eb3a83c29154ff7fc30663222","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","00f1c57921cd977eb3a83c29154ff7fc30663222-0-ce74ca8da9abb83a9b10641c11c89ceac1d2f590"
"BAE","","SAN DIEGO, CA","","","2011-12","","2012-12","","","","","","","2012-05","2013-05","","","","","2","5","00f1c57921cd977eb3a83c29154ff7fc30663222-0-9b2531cf790547f5ace6141c7239cfc13abac50d","00f1c57921cd977eb3a83c29154ff7fc30663222","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","00f1c57921cd977eb3a83c29154ff7fc30663222-0-7598ce2fdb7890f94691ee08593f300b41e8a6b0"
"BAE","","SAN DIEGO, CA","2010-12","","2011-12","","2012-12","","","","","","2011-05","2012-05","2013-05","","","","","2","5","00f1c57921cd977eb3a83c29154ff7fc30663222-0-ab937da9b8f8ceb08e3c502971a29795f5ec4bb8","00f1c57921cd977eb3a83c29154ff7fc30663222","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","00f1c57921cd977eb3a83c29154ff7fc30663222-0-172d37a0d2c624b46d66f4f98596b097f48136a1"
"NUWC Newport","","Newport, RI","2011-08","","","","","","","","","","","2012-01","","","","","","0","5","0112a191fee000940dd74b41f8e653c5ef26cda0-0-dc8bed14099d3d1730ad4d11bc4525ad9e6fc755","0112a191fee000940dd74b41f8e653c5ef26cda0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","0112a191fee000940dd74b41f8e653c5ef26cda0-0-7ffa0b05016f152df629e904965ed728cb0abfef"
"NUWC Neport","","Newport, RI","2011-08","","","","","","","","","","","2012-01","","","","","","0","5","0112a191fee000940dd74b41f8e653c5ef26cda0-1-a1df4c08812658635c1eefbb37208da9d4348731","0112a191fee000940dd74b41f8e653c5ef26cda0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem","0112a191fee000940dd74b41f8e653c5ef26cda0-0-7ffa0b05016f152df629e904965ed728cb0abfef"
