"Name_val","Name_@footnote","Location_val","MinimumSustainingRate_val","MaximumProductionRate_val","Rate185_val","Rate185_@footnote","InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","HistoryPlanningList_HistoryPlanning","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Raytheon Corporation","","Marlborough, MA","0.00","48.00","0.00","","0","12","11","23","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f6b45f1e1769e325c6bebeb8fb8937f2c71ec0ba-0-b466d4e2b0bef83d15b025a46999a13600ccd6cd","f6b45f1e1769e325c6bebeb8fb8937f2c71ec0ba-0-f9ebc75f3a77345fdcc75121a8c5c984978ec2f9","f6b45f1e1769e325c6bebeb8fb8937f2c71ec0ba","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f6b45f1e1769e325c6bebeb8fb8937f2c71ec0ba-0-bf529c65aa6e7594b6e9f7ebeab3ff96ab0b7d70"
"Raytheon Corporation","","Marlborough, MA","0.00","24.00","0.00","","0","19","11","30","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f6b45f1e1769e325c6bebeb8fb8937f2c71ec0ba-0-8131169aa8b5946811af96e5c23f0e5762a55d09","f6b45f1e1769e325c6bebeb8fb8937f2c71ec0ba-0-36f34c311a836102aafe289679f6e16456f6852f","f6b45f1e1769e325c6bebeb8fb8937f2c71ec0ba","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f6b45f1e1769e325c6bebeb8fb8937f2c71ec0ba-0-4106ad5d12382e086e0225299f956af88d664cbe"
"SSC PAC","","San Diego, CA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f8f22453871e5428a037eefb378f50876b1a1a5d-0-8e0ef6b8c6c0b16645c711f9a35544ca1f782835","f8f22453871e5428a037eefb378f50876b1a1a5d-0-e66a599b1ffea9687d697412ceb20b99883bbd42","f8f22453871e5428a037eefb378f50876b1a1a5d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f8f22453871e5428a037eefb378f50876b1a1a5d-0-aed8827f253d1b8a19baf6ad4384c0840befff95"
"SSC PAC","","San Diego, CA","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f8f22453871e5428a037eefb378f50876b1a1a5d-0-398abe40c0e0bf049f3f13a6e140ab0c4cc066a9","f8f22453871e5428a037eefb378f50876b1a1a5d-0-1a0299b4e5e85cfb0809712822fe226b4a10ffcd","f8f22453871e5428a037eefb378f50876b1a1a5d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f8f22453871e5428a037eefb378f50876b1a1a5d-1-daad1f997e4484c2616ed05613f007e159d680f3"
"RT LOGIC","","Colorado Springs, Co","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f8f22453871e5428a037eefb378f50876b1a1a5d-0-1b21af9ee01d9755aaa8c162d1a7ed31a080b8be","f8f22453871e5428a037eefb378f50876b1a1a5d-0-53059e26b187975bbc7118a28e85c6399a2dcce6","f8f22453871e5428a037eefb378f50876b1a1a5d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","f8f22453871e5428a037eefb378f50876b1a1a5d-0-be6de4fa662a9ca22ae149bc7b8e3b111f493044"
"TO BE SELECTED","","TBS01","6000","30000","12000","","6","6","24","30","6","6","24","30","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-56f8ca5b08545c81945b2252f4dcc0fcb9b60337","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-1938f63c6e9eb2f08c07909988bdbe19bf099de2","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-3b9ca8aa0abdc6eec1a4aaa4d24cc5876249a22c"
"TO BE SELECTED","","TBS02","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-0a0e2fca3b780e6439bec61af870942f5fce054e","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-68a7cf81634963a7e580972be4aff10c178a0e7e","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-1-e4a63f36cbf8a5c663dbd2e663e0803cdc4cb680"
"TO BE SELECTED","","TBS03","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-72366a63e950b41d551e61f4c83a5e8931f9578f","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-606a514b799ed93545ef7f84d58d760a0332374b","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-2-698c86e4e0b766316323b13b0d91ec85e376c51b"
"TO BE SELECTED","","TBS04","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-9ca4be96518f89af987051ab8ec0feda426f38f9","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-3a46df37b9fce7b5943d35030c1d833a75b3086f","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-3-b30a4727e78ee9fe09b762e2ff9467c03a7ab0de"
"TO BE SELECTED","","TBS05","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-7f848bfeeb3cfcdb7cf5479a71b154636a2960be","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-b8790e4b3718ea84d64115225e64c9eb4719174e","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-4-4423a096e4d5785dd517224c6d3e80964bccaaa2"
"TO BE SELECTED","","TBS06","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-786438a6333c787d61b28a74682d44756027e962","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-41ce07db14503010edcca1fd7620170080e8169c","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-5-fb2c6bdde129e5072b072eca83c3a1ba7ccb838f"
"BAE SYSTEMS ORDNANCE SYSTEMS","","KINGSPORT, TN","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-593fe1df190747a637b00c4475dd0d732a78e971","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-9f18eeebf402867572a1eafba19285895ad79c4f","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-6-d72ffa381592707b8be247faecc0a404dc1d2df6"
"BAE SYSTEMS ORDNANCE SYSTEMS","","KINGSPORT, TN","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-0d848deff2e6b949b9c3818b7e992237ecb689e8","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-ee6bfef3b24e787a0068c099bacf11f484305f87","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-7-a30f857cebd6f7eab419e0660dced41bbeed89ed"
"GOVERNMENT FURNISHED MATERIAL","","STOCK ISSUE,","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-0128643f121261eb4f24ba0b74b5d1f1b1604530","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-2f8e1429314744f92a1e7648538d60e141457964","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-8-e01d8d09ae89cb47d341de701a4366ee2b75932f"
"GEN DYNAMICS ORD & TAC SYS -","","LE GARDEUR, CANADA","6000","30000","12000","","6","6","24","30","6","6","24","30","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-6db2495245fb9f766e41be6715b6c07212e13122","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-b07bbfb8ad5b59e07122d7bc151c461f75136e07","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-1472374bedf97b9346a8cbacf4a49acd7194c236"
"TO BE SELECTED","","TBS01","6000","30000","12000","","6","6","24","30","6","6","24","30","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-1-8ae987eab13d4991f46e85343a34c8764555bec0","fad3a2427054b1922aa9fe63c074aec0c031fbc6-1-b9c08a3b8f45f96cb20584b67920e762293678d0","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-1472374bedf97b9346a8cbacf4a49acd7194c236"
"L-3 FUZING & ORDANCE SYSTEMS","","CINCINNATI, OH","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-e88364cfd49472f99b01eb6a2912a063546e8c86","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-f4e3d2ddf61a9da9275a7aafd37f4488c0d1e9e4","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-1-8bc9a3abd5993c5bd7b96e41e5c19e6a874c8ff5"
"TO BE SELECTED","","TBS02","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-1-73b45d9639bdd27d8509cb00d52ad5e110108397","fad3a2427054b1922aa9fe63c074aec0c031fbc6-1-0248ea3fe5ae7898d40c27160b08ef7484a8a47c","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-1-8bc9a3abd5993c5bd7b96e41e5c19e6a874c8ff5"
"MEDICO INDUSTRIES INC.","","WILKES BARRE, PA","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-92a9bf83a2ec2b37946bd82fcbad4ae0c04441fc","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-f64c3c72ad44d3400e28e506c92295563c8e6a74","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-2-2baeded0a03f3ab58408fc6276aa6e2bf1dfed56"
"TO BE SELECTED","","TBS03","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-1-5d170151b849f51a6ad3b704b4d83badc9ec0ee2","fad3a2427054b1922aa9fe63c074aec0c031fbc6-1-0f83ee479d89c7a883989a05fc99b66793eca439","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-2-2baeded0a03f3ab58408fc6276aa6e2bf1dfed56"
"NAMMO POCAL INC.","","SCRANTON, PA","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-a50d1a07d8d3d9357392805031dea3380c2852ba","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-30692f94b2e5413ba058cc7fe541e60c80af98d7","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-3-a4a435e21be4f3fe4c8ff1ab809268efa4ac2a64"
"TO BE SELECTED","","TBS04","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-1-f67608d556bcaf6393df964db551bc594f164723","fad3a2427054b1922aa9fe63c074aec0c031fbc6-1-bf220d1ba063a41b48f018bcfc64c1dfd1514b70","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-3-a4a435e21be4f3fe4c8ff1ab809268efa4ac2a64"
"GENERAL DYNAMICS ORD & TAC","","MARION, IL","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-a4f5e280ac8cb053ccf2bcda055a463b065a5cdc","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-1d101c9a4221794f0517ac3c2296b188dd3439a1","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-4-5a4316d983e339d53b195092d36c1b74939c619c"
"TO BE SELECTED","","TBS05","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-1-54e1adb3fda840fe92a0e9a5561558ece6d6e634","fad3a2427054b1922aa9fe63c074aec0c031fbc6-1-bc7f2a1a140ee2eb07e972cb8a133fda6e9d21df","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-4-5a4316d983e339d53b195092d36c1b74939c619c"
"GAYSTON CORPORATION","","SPRINGBORO, OH","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-0f23ff675e6f12a08c9ab2d2b8f9953e2cf20116","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-0c39da8f17154e9aac801b7f667197681320dbd1","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-5-8ef5e04dacdcbde1f89375650bb3ef1b6b4c4d3b"
"TO BE SELECTED","","TBS06","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-1-6e499cb4ca4d9a346287149515bb7aaee806773d","fad3a2427054b1922aa9fe63c074aec0c031fbc6-1-14af8a98dcc61dec6a217719a2276d059fae145d","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-5-8ef5e04dacdcbde1f89375650bb3ef1b6b4c4d3b"
"BAE SYSTEMS ORDNANCE SYSTEMS","","KINGSPORT, TN","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-e027d5672d7585c3e536179af61956038b202ca9","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-57791f6ea7a13b5d8f1f1f7b203e3d29589dc925","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-6-75ca4ffd05ccec3d2a3f91372a8cfba9ea395666"
"BAE SYSTEMS ORDNANCE SYSTEMS","","KINGSPORT, TN","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-09b494e273e6fc835d63698f2bdacab6cb9ff6c2","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-4ecd879036cd509739e8e317cac0d393ab711fba","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-7-1dadc8e72d5d0db4741cebabd59a82c644908832"
"GOVERNMENT FURNISHED MATERIAL","","STOCK ISSUE,","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-8e39661349fc27124aee662ee5388d77e73a6202","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-5e8eaaa193d484e7cba21523afde6607b5d5d112","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-8-8e4db4c9e90467f81e58c0ac44b9db6016f8cdbe"
"DAY & ZIMMERMANN LONE STAR","","CAMDEN, AR","10000","24000","12000","","6","6","24","30","6","6","24","30","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-7fff13c6bd4070b0ff9742f130b268e95fceb9ff","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-b0e99aa3005f09596885d61b18b45c4c0dec8414","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-29093e917431066fb9f15c8e1aa7883fe920bafb"
"TO BE SELECTED","","TBS01","10000","24000","12000","","6","6","24","30","6","6","24","30","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-1-d5bce0437c5af6cfbc10002a15b3c81ebc4d37cb","fad3a2427054b1922aa9fe63c074aec0c031fbc6-1-27d9e4cdd88e93403e74d9f2eab7c64557310ff4","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-29093e917431066fb9f15c8e1aa7883fe920bafb"
"NAMMO POCAL INC.","","SCRANTON, PA","","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-e83bc31dbcf0e8ff89b0a6e900b697c99b8353e7","fad3a2427054b1922aa9fe63c074aec0c031fbc6-0-708a8b454cc5b8cc6879906d8f7443a71183adff","fad3a2427054b1922aa9fe63c074aec0c031fbc6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList.CostElement","fad3a2427054b1922aa9fe63c074aec0c031fbc6-1-d632cc8487081bbf31f1cc2cad4c7ec2eb1e20b9"
