"Name_val","Recurring_CostElementList_CostElement","Recurring_CategorySubtotal_TotalCost_AllPriorYears_val","Recurring_CategorySubtotal_TotalCost_PriorYear_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val","Recurring_CategorySubtotal_TotalCost_BudgetYearOne_val","Recurring_CategorySubtotal_TotalCost_CurrentYear_val","Recurring_CategorySubtotal_TotalCost_Total_val","Recurring_CategorySubtotal_TotalCost_BudgetYearTwo_val","Recurring_CategorySubtotal_TotalCost_BudgetYearThree_val","Recurring_CategorySubtotal_TotalCost_BudgetYearFour_val","Recurring_CategorySubtotal_TotalCost_BudgetYearFive_val","Recurring_CategorySubtotal_TotalCost_Continuing_val","Recurring_CategorySubtotal_TotalCost_ToComplete_val","CategorySubtotal_TotalCost_AllPriorYears_val","CategorySubtotal_TotalCost_PriorYear_val","CategorySubtotal_TotalCost_BudgetYearOneBase_val","CategorySubtotal_TotalCost_BudgetYearOneOCO_val","CategorySubtotal_TotalCost_BudgetYearOne_val","CategorySubtotal_TotalCost_CurrentYear_val","CategorySubtotal_TotalCost_ToComplete_val","CategorySubtotal_TotalCost_Total_val","CategorySubtotal_TotalCost_BudgetYearTwo_val","CategorySubtotal_TotalCost_BudgetYearThree_val","CategorySubtotal_TotalCost_BudgetYearFour_val","CategorySubtotal_TotalCost_BudgetYearFive_val","CategorySubtotal_TotalCost_Continuing_val","NonRecurring_CostElementList_CostElement","NonRecurring_CategorySubtotal_TotalCost_CurrentYear_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneBase_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOne_val","NonRecurring_CategorySubtotal_TotalCost_PriorYear_val","NonRecurring_CategorySubtotal_TotalCost_AllPriorYears_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearOneOCO_val","NonRecurring_CategorySubtotal_TotalCost_ToComplete_val","NonRecurring_CategorySubtotal_TotalCost_Total_val","NonRecurring_CategorySubtotal_TotalCost_Continuing_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearTwo_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearThree_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearFour_val","NonRecurring_CategorySubtotal_TotalCost_BudgetYearFive_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-9e7bf899c4dfdbcf85bd15f5f324e5f628454dce-0-0b6d9c90d4f66302f19c7ff9112762ca24a4fa83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9e7bf899c4dfdbcf85bd15f5f324e5f628454dce-0-5c3a927501f8f51dd12bb380ea352728637d551b","9e7bf899c4dfdbcf85bd15f5f324e5f628454dce","root.record.ItemExhibitList.P5Item","9e7bf899c4dfdbcf85bd15f5f324e5f628454dce-0-1a0f7de2ad9e198384d57d68721a1939ec7825bd"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-9e7ea0548260a5b1ec120e6aa08377c5b2cd7bc7-0-f19bcb8c4913ea6f120a321041f9516e2d4e709f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9e7ea0548260a5b1ec120e6aa08377c5b2cd7bc7-0-be0e8b1761f4747a7d354c722d30f47525bd08c7","9e7ea0548260a5b1ec120e6aa08377c5b2cd7bc7","root.record.ItemExhibitList.P5Item","9e7ea0548260a5b1ec120e6aa08377c5b2cd7bc7-0-6f778a3f2fdb8739c363a07716329257b289e40d"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-9f9cfa1fe35926eee12eaca39c4a3cac182020ba-0-ac957beb4a633cc9c12a288d3cdc966d400b33a6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9f9cfa1fe35926eee12eaca39c4a3cac182020ba-0-8e36ea8d733fcecff70143ecfca0659b5f74a4fa","9f9cfa1fe35926eee12eaca39c4a3cac182020ba","root.record.ItemExhibitList.P5Item","9f9cfa1fe35926eee12eaca39c4a3cac182020ba-0-aa7cd825437b861afe1021328af2f5a194e52a02"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af-0-347c398f588a5ed5d6a6b7740e503b6846b1bff9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af-0-f37844eab1647cbe95af13bab841aaebe779e498","a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af","root.record.ItemExhibitList.P5Item","a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af-0-4fb06b704c66f99f306f8fbf9a1288d4f91eb8e0"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af-0-90bc08b12a326be9aa0118ae58f6a49bdc7ff71c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af-0-3a0f908d29372959771cb05bec54659c05d47619","a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af","root.record.ItemExhibitList.P5Item","a0db1b6fcdaf4ab07a0ab32ea4ce18239a8794af-1-596cb79fdd3591f88309adec018c235d21fb0a48"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-a10fe4a6fae032448418b15e47c2ee5878cc0f4a-0-867c3d7e8b7dc74341a00755a65a8ff2e3b5507e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a10fe4a6fae032448418b15e47c2ee5878cc0f4a-0-22ffb4ec9a7232602248302f3c2c16d4357ad284","a10fe4a6fae032448418b15e47c2ee5878cc0f4a","root.record.ItemExhibitList.P5Item","a10fe4a6fae032448418b15e47c2ee5878cc0f4a-0-b9e7baeb6774be81c046831bd8c65ac8ee78cbc0"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-a4b0283b5c7b92f7502d16a89f5ca37b1e6332b9-0-c1849a1acdfb66236f797638ba8424c90918cfb5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a4b0283b5c7b92f7502d16a89f5ca37b1e6332b9-0-b8ecaa2c4e0db193fd5bba55442989d099aee878","a4b0283b5c7b92f7502d16a89f5ca37b1e6332b9","root.record.ItemExhibitList.P5Item","a4b0283b5c7b92f7502d16a89f5ca37b1e6332b9-0-8896159691eba6062c0b802b40f131883eac3b24"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-870dce5474efe6b6af8583a85d0b8c4c50981517","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a62aed55d639024b216a9c1e21867513b5b72fa9-0-287b5cb1ea4eed63c5c1d075bea0020dc83ecab7","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item","a62aed55d639024b216a9c1e21867513b5b72fa9-1-653f436c7e7a0cc2b22b854869303e56b853a68e"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-a1ba2207c25789af2c5600a21335f56954be7b5a","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a62aed55d639024b216a9c1e21867513b5b72fa9-0-43340b6b084030f4d76ebad5e1ec21c472552737","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item","a62aed55d639024b216a9c1e21867513b5b72fa9-3-624d0f4d99de0aeaae4891933f002265a5fb95e5"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-41d981889fcb48a913be7e0b344090f94327e5c4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a62aed55d639024b216a9c1e21867513b5b72fa9-0-be1cc21638cbb4b8998c04f12ab439731e6e1c31","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item","a62aed55d639024b216a9c1e21867513b5b72fa9-4-8e70db5b8009e2ad8e1dcb64f7b30f22d310594f"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-9cc55fb76ee2e214d5615665810121115afba296","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a62aed55d639024b216a9c1e21867513b5b72fa9-0-641b3feec023950154f4c7ea1716e043fbe4abc2","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item","a62aed55d639024b216a9c1e21867513b5b72fa9-5-bb438b55cb004a52994c21ee97286455838d337a"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-a62aed55d639024b216a9c1e21867513b5b72fa9-0-a20e485ae90169cff679bc8f67a883fc65f04a16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","a62aed55d639024b216a9c1e21867513b5b72fa9-0-4f6de7c8a8d5df0ae9d1c43428fee39d5929bc5d","a62aed55d639024b216a9c1e21867513b5b72fa9","root.record.ItemExhibitList.P5Item","a62aed55d639024b216a9c1e21867513b5b72fa9-6-fb0fd8b9f0ae03747a837391f2d1f06654497d81"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-aa0efb887a07491c3558086723f6abe5d4406f3a-0-9e46274065cb913720dcdce09450ba4ccc88bdd6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aa0efb887a07491c3558086723f6abe5d4406f3a-0-14ce6096999049de0f962fce64bf3bfceda3c662","aa0efb887a07491c3558086723f6abe5d4406f3a","root.record.ItemExhibitList.P5Item","aa0efb887a07491c3558086723f6abe5d4406f3a-0-42087b166a3385d8ae5d5a202b0c8dc85cb9a628"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-aa0efb887a07491c3558086723f6abe5d4406f3a-0-2f25160bdc5ba1e109dd07adf80294058da486e1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aa0efb887a07491c3558086723f6abe5d4406f3a-0-118a51e7be14c14e132b09b1f3bb5dec7b41db7c","aa0efb887a07491c3558086723f6abe5d4406f3a","root.record.ItemExhibitList.P5Item","aa0efb887a07491c3558086723f6abe5d4406f3a-1-0d3d18bf93ae652edfa040feaad7fd43aa2ddc34"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-aa0efb887a07491c3558086723f6abe5d4406f3a-0-1909c9ef5fed6a80eb5b40897c43a28d858f5836","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aa0efb887a07491c3558086723f6abe5d4406f3a-0-87b5cdfe6a10cf0c3490c45eb15224e2d51f630d","aa0efb887a07491c3558086723f6abe5d4406f3a","root.record.ItemExhibitList.P5Item","aa0efb887a07491c3558086723f6abe5d4406f3a-2-a7be29c21347e1c3b0c6973639c5639bce9f1860"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-aa0efb887a07491c3558086723f6abe5d4406f3a-0-fb68fc64f6065c7b1550709136a086009f51d4f2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aa0efb887a07491c3558086723f6abe5d4406f3a-0-5a8b78a0b758e9211c4298b354e15ff368fef2ba","aa0efb887a07491c3558086723f6abe5d4406f3a","root.record.ItemExhibitList.P5Item","aa0efb887a07491c3558086723f6abe5d4406f3a-3-beb92b904a263bc93c8a5f1d3b4a4951da92b7b0"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-aa0efb887a07491c3558086723f6abe5d4406f3a-0-2ec52051a619b423cc0867b3d1e2fa005cb42e57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aa0efb887a07491c3558086723f6abe5d4406f3a-0-5e33c7c1206a7b0a34a56d68646ca27faca8b84a","aa0efb887a07491c3558086723f6abe5d4406f3a","root.record.ItemExhibitList.P5Item","aa0efb887a07491c3558086723f6abe5d4406f3a-4-8394cab1d581ab99c06d04070cb9230adfb88e7c"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-aa0efb887a07491c3558086723f6abe5d4406f3a-0-1fac164e05ee0a43b981d196e4ab4fb85a5c6a23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aa0efb887a07491c3558086723f6abe5d4406f3a-0-9b20e1c590f0ad9fa79f0a5eb01de12b1129cbc4","aa0efb887a07491c3558086723f6abe5d4406f3a","root.record.ItemExhibitList.P5Item","aa0efb887a07491c3558086723f6abe5d4406f3a-5-a705434f2cd99332c36a9a3d1d3a85e3c1db52d5"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-aa0efb887a07491c3558086723f6abe5d4406f3a-0-ea57c155d83857a99acd1f22b418a1d3724d5c92","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aa0efb887a07491c3558086723f6abe5d4406f3a-0-a3bc348fb07cd88c28fc4235271ceede3a134238","aa0efb887a07491c3558086723f6abe5d4406f3a","root.record.ItemExhibitList.P5Item","aa0efb887a07491c3558086723f6abe5d4406f3a-6-fb3723f8229034941840fcb0586a2c87d8d2213a"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-aaed1e858deb348e7125e4bf780b5d9ead5cf629-0-34ca150e171f8ea003a64dfd18b9e8c841f86b3e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","aaed1e858deb348e7125e4bf780b5d9ead5cf629-0-03f4f086d249e1437d5cb0dae8c7585a19d81669","aaed1e858deb348e7125e4bf780b5d9ead5cf629","root.record.ItemExhibitList.P5Item","aaed1e858deb348e7125e4bf780b5d9ead5cf629-0-b63f2255b14fa53a674875c95465f67a21c77910"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-ab5a72a3b7ea2426fd9126f2da5de45b55cede0c-0-2814df4ceff278c3b46d1e02bed02e062a749e8f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ab5a72a3b7ea2426fd9126f2da5de45b55cede0c-0-fe9f76d99e8b8d474e25ce641111ca7d40b49c48","ab5a72a3b7ea2426fd9126f2da5de45b55cede0c","root.record.ItemExhibitList.P5Item","ab5a72a3b7ea2426fd9126f2da5de45b55cede0c-0-4d2767b2c09941cae991b8e3cb343c5dee1fe19e"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-b304b59bdb4672c4d215d196c885a857172390e9-0-1bdaa5bb05ae57bfe7568d6ca9b0012e4f7a8637","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b304b59bdb4672c4d215d196c885a857172390e9-0-947e864306d8e97fee5cf74ba0c206ba1e898dca","b304b59bdb4672c4d215d196c885a857172390e9","root.record.ItemExhibitList.P5Item","b304b59bdb4672c4d215d196c885a857172390e9-0-763aa3548916c05df172eb487bc5dad4719e2157"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-b304b59bdb4672c4d215d196c885a857172390e9-0-598f33a5f679859027f3f3910e3a36d127de4a30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b304b59bdb4672c4d215d196c885a857172390e9-0-92f42729509df6272be4af34fea9fb33a557f34d","b304b59bdb4672c4d215d196c885a857172390e9","root.record.ItemExhibitList.P5Item","b304b59bdb4672c4d215d196c885a857172390e9-1-75389a5a01cafd38396396184ce7a33ff54022cc"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-b304b59bdb4672c4d215d196c885a857172390e9-0-02f375c2a8e6805c07d953f1052e22beacaac94c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b304b59bdb4672c4d215d196c885a857172390e9-0-d1a01002cb2be8b889dc7151d7e8d200bee060e9","b304b59bdb4672c4d215d196c885a857172390e9","root.record.ItemExhibitList.P5Item","b304b59bdb4672c4d215d196c885a857172390e9-2-79548d199fa30bc8525ebfe8cf160d0e9c7e5a7a"
"International Intelligence Technology and Architecture -","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-b3de867fa6601465c4e6111f6f67a3fadd907213-0-516880f7f6b99811c47f1f928b394a730db478f8","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList-b3de867fa6601465c4e6111f6f67a3fadd907213-0-49d28ca8e53bfa637c5c0f53e4cdb710b1656717","","","","","","","","","","","","","","b3de867fa6601465c4e6111f6f67a3fadd907213-0-eaf8ceb68b4b5625dfd2c0f8c0b03971c30cf867","b3de867fa6601465c4e6111f6f67a3fadd907213","root.record.ItemExhibitList.P5Item","b3de867fa6601465c4e6111f6f67a3fadd907213-0-6f54e845e4ede160865f8a59b591ec17c132649e"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-b64b11cb523804b77d6d7dbb47881fa07a8cd474-0-dc9d53f470006e50d58cc3bcbb35c5cc3ebe6df5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","b64b11cb523804b77d6d7dbb47881fa07a8cd474-0-e714c40be4f7a9f407c9496cdf6975cdaa15754e","b64b11cb523804b77d6d7dbb47881fa07a8cd474","root.record.ItemExhibitList.P5Item","b64b11cb523804b77d6d7dbb47881fa07a8cd474-0-1098bb6446aa898301a6e866dfd23f592b2d8a76"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-bbf64f85f1c5a154fa772b84c424783d7f03d876-0-dbba740797b6f538e3aa2ada8ed85cc6d6e2782c","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bbf64f85f1c5a154fa772b84c424783d7f03d876-0-1879bb3e2342d6c88f14daab5580211b3d528cbc","bbf64f85f1c5a154fa772b84c424783d7f03d876","root.record.ItemExhibitList.P5Item","bbf64f85f1c5a154fa772b84c424783d7f03d876-0-4e06a8a291fdb705f8bd010639c8eb13aaa63a93"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-bd87522e42354cd8db0b18f614aa61c734028b60-0-b200322c4c1db86a5a32eb45d444443755d46981","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bd87522e42354cd8db0b18f614aa61c734028b60-0-54c46a5c25af819fcc27e35887c8b619cda28f2a","bd87522e42354cd8db0b18f614aa61c734028b60","root.record.ItemExhibitList.P5Item","bd87522e42354cd8db0b18f614aa61c734028b60-0-9035a8dd2703fc412c34cc52914dce5d5e3cc20b"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-bd87522e42354cd8db0b18f614aa61c734028b60-0-3ab3a232790c582e34c624d80ccf6607ab09b593","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","bd87522e42354cd8db0b18f614aa61c734028b60-0-fdbf0832ce3ec02bb248f327e8a70c45be0b1bf5","bd87522e42354cd8db0b18f614aa61c734028b60","root.record.ItemExhibitList.P5Item","bd87522e42354cd8db0b18f614aa61c734028b60-1-a775cd04b28558e6ae5671b1700b921ac3645f69"
"News and Media Information Equipment","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-c09710a514a9d6c9ba7ff7a12332dc67f27b9fbd-0-ccd9c6cf0e14c469e0886020da23ed2dd639eb1f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c09710a514a9d6c9ba7ff7a12332dc67f27b9fbd-0-65d9af8c3902903d7cdd62b8c4d4d6580b888a45","c09710a514a9d6c9ba7ff7a12332dc67f27b9fbd","root.record.ItemExhibitList.P5Item","c09710a514a9d6c9ba7ff7a12332dc67f27b9fbd-0-485e49e6f1cececebd745cea78b387a2816ff4be"
"Overseas Radio and Television Equipment","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-c09710a514a9d6c9ba7ff7a12332dc67f27b9fbd-1-4cb67852be64681d3d152aff5785d6d8f36fd42f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c09710a514a9d6c9ba7ff7a12332dc67f27b9fbd-1-75388b6a97a30be8d99ccd0c85f3018ff50f96fb","c09710a514a9d6c9ba7ff7a12332dc67f27b9fbd","root.record.ItemExhibitList.P5Item","c09710a514a9d6c9ba7ff7a12332dc67f27b9fbd-0-485e49e6f1cececebd745cea78b387a2816ff4be"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-c126b13e35a1560d5669cffc316cae1c92e03fc3-0-4bb5bc43a0f6db1ce067b78b04f52f3a1b0c958f","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c126b13e35a1560d5669cffc316cae1c92e03fc3-0-fc695e6584fef0ae8fad40355d2cc216b3712efc","c126b13e35a1560d5669cffc316cae1c92e03fc3","root.record.ItemExhibitList.P5Item","c126b13e35a1560d5669cffc316cae1c92e03fc3-0-9be8bd23ce10d249dc67cd4513abb7efa44bf078"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-c737eda1306422181a194712d6632307a6d1d517-0-bac0ec53a88366f368b132f1293ed27e61f89aed","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c737eda1306422181a194712d6632307a6d1d517-0-f087deaf23217059ee581f18505797ffec37623a","c737eda1306422181a194712d6632307a6d1d517","root.record.ItemExhibitList.P5Item","c737eda1306422181a194712d6632307a6d1d517-0-6afd55b63d712fcec49bfeecf90e03d4e54bd16b"
"","","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList-c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-0-8493a8ebce9c707eeb743ba4ab804b9d4be334dc","","","","","","","","","","","","","","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-0-0caabfeb80c46c99a8334848a98edb583474c2ab","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584","root.record.ItemExhibitList.P5Item","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-0-6f8a9969d0bc9ea371029592cecd3e7b57f61d97"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-0-463f08aae79ac97362f754b4f8918e0cf0aac21e","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-0-37c7827bbbc7faacb1a50975f2db1f014272a0ce","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584","root.record.ItemExhibitList.P5Item","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-1-907aee898734383ba0968748a37cced18a5a8ba3"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-0-fb031f5e377603108418ceabcf5320531d6273e3","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList-c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-0-7ff6d6b7868641a424bacffeadc0ec50ad4e3bed","","","","","","","","","","","","","","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-0-ebba559ee54d988ab9700f636a4cac90067e1559","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584","root.record.ItemExhibitList.P5Item","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-2-2470e70cb659ce421d4fb85508304b96b3aac3e0"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-0-abcb16152cc220481eadfc6369338f56edaf6db4","","","","","","","","","","","","","","","","","","","","","","","","","","","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.NonRecurring.CostElementList-c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-0-d82f4d820b730457ca976bba9c37d432f1426dd7","","","","","","","","","","","","","","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-0-ee44a22579416b97f8edf945d023c0e5764a179e","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584","root.record.ItemExhibitList.P5Item","c7f44f432c7c0c9be3e9a45d47ce17c1fb47d584-3-df00f672955059840d0ebbbfad9b4eb1e1692ce2"
"","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Hardware.Recurring.CostElementList-c8a09056589bbd8c26c99c05d3f0500ac4e7d539-0-2510b230e591870c74f95b5f516037aab145dee4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","c8a09056589bbd8c26c99c05d3f0500ac4e7d539-0-e5730ae375e41505c829cab311cf3bbf0f930d60","c8a09056589bbd8c26c99c05d3f0500ac4e7d539","root.record.ItemExhibitList.P5Item","c8a09056589bbd8c26c99c05d3f0500ac4e7d539-0-bcaa37d5e0385bf9b72733fb3c58fd67f4f07af9"
