"Name_val","Name_@footnote","Location_val","MinimumSustainingRate_val","MaximumProductionRate_val","Rate185_val","InitialQuantity_AdminLeadTimeBeforeOct1InMonths_val","InitialQuantity_AdminLeadTimeAfterOct1InMonths_val","InitialQuantity_ProductionLeadTimeAfterOct1InMonths_val","InitialQuantity_TotalLeadTimeAfterOct1InMonths_val","ReorderQuantity_AdminLeadTimeBeforeOct1InMonths_val","ReorderQuantity_AdminLeadTimeAfterOct1InMonths_val","ReorderQuantity_ProductionLeadTimeAfterOct1InMonths_val","ReorderQuantity_TotalLeadTimeAfterOct1InMonths_val","HistoryPlanningList_HistoryPlanning","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"MWO Kits","","TBD","15","40","25","0","2","5","7","0","2","5","7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d67a78032d0dc0c09fde88fd339742e94dc41427-0-e3109c9875b7d77434f9e782c6f6fd62e0c823fd","d67a78032d0dc0c09fde88fd339742e94dc41427-0-244d8ed313d7c94ee685f54675727573a19f3886","d67a78032d0dc0c09fde88fd339742e94dc41427","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d67a78032d0dc0c09fde88fd339742e94dc41427-1-fa707d6c55d446a2b1bfae581cdbd9850f9783cd"
"GDC4S-SSS Upgrade","","Taunton, MA","1","2","1","0","3","8","11","0","3","6","9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d67a78032d0dc0c09fde88fd339742e94dc41427-0-d1456fe3fb9de2ba116c326744986b5291b62505","d67a78032d0dc0c09fde88fd339742e94dc41427-0-3584df3d2d927a7302534f9c1c408158f94de23b","d67a78032d0dc0c09fde88fd339742e94dc41427","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d67a78032d0dc0c09fde88fd339742e94dc41427-0-7b07d899c34fd186a42b082eaeb580aac513153a"
"Ultra Electronics(TRC-190)","","Montreal, Canada","1","80","10","0","3","3","6","0","3","3","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d67a78032d0dc0c09fde88fd339742e94dc41427-0-012f715df6754609053828562b1d0c57e0998d89","d67a78032d0dc0c09fde88fd339742e94dc41427-0-2f2e31805db05374a4944c7ba38895c482744812","d67a78032d0dc0c09fde88fd339742e94dc41427","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d67a78032d0dc0c09fde88fd339742e94dc41427-1-544be1c5c7c72d8ea22d0a182bd2dd7401569522"
"GDC4S-TNMS","","Taunton. MA","1","30","15","0","3","3","6","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d67a78032d0dc0c09fde88fd339742e94dc41427-0-d47ec5c8fe3fd6b85003efd94499d3f5359404c1","d67a78032d0dc0c09fde88fd339742e94dc41427-0-7521fbbe94382b52ffdca67e9c15afb5ee14c213","d67a78032d0dc0c09fde88fd339742e94dc41427","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d67a78032d0dc0c09fde88fd339742e94dc41427-2-d2d1b0fa2d3775766ad15a46ed288d1ad38c4ac0"
"Miltope Corporation","","Hope Hull, AL","2400","13680","3600","0","22","19","41","0","5","5","10","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d7285634d3096679a275948275993b8192b642b3-0-4a218cf682294c68dd7a58719dbe7eefbdd4ee1a","d7285634d3096679a275948275993b8192b642b3-0-608ff18f403e4c87680ca16be04c479b89c1aaa7","d7285634d3096679a275948275993b8192b642b3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d7285634d3096679a275948275993b8192b642b3-4-9a9464cfdda355ca5cc8ad0ff36f26f00bd2c54a"
"Northrop Grumman","","Rolling Meadows, IL","2","30","16","0","8","15","23","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d7285634d3096679a275948275993b8192b642b3-0-119563d9c5a7755a9b8bbba582180c8b0f9576bd","d7285634d3096679a275948275993b8192b642b3-0-7ca86c841744944ce829b2f3041bb9a3fee5e0dd","d7285634d3096679a275948275993b8192b642b3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d7285634d3096679a275948275993b8192b642b3-6-5fe91ce6f0276ae89bdf3eaa289fa76a49808782"
"TBS","","TBD","4","30","16","9","5","18","23","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d7285634d3096679a275948275993b8192b642b3-1-66fc0f81138745e521cc07b41c72024a2ece8f20","d7285634d3096679a275948275993b8192b642b3-1-a55b9665f395873d4a195eb691decdf874021720","d7285634d3096679a275948275993b8192b642b3","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d7285634d3096679a275948275993b8192b642b3-6-5fe91ce6f0276ae89bdf3eaa289fa76a49808782"
"SAIC (via FEDSIM)","","Arlington, VA","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d806867f79eae821f9d258794508951b9b2fc42a-0-ff5bfc904d8b0db8ca3d0c7ac6ba3625e5b11d24","d806867f79eae821f9d258794508951b9b2fc42a-0-06838671c638f3f5d25ce00f9e459d717978de4c","d806867f79eae821f9d258794508951b9b2fc42a","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d806867f79eae821f9d258794508951b9b2fc42a-0-476ff43c386c576e01acf23fffc96dd2e9c89943"
"Northrop Grumman/NGMS (TRW)","","Huntsville, AL","","","","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d8d57aee425f15adb39d0bb714b1decc65ac8a6c-0-2e61a6d577d74699b0f1b5f32c634cb46e56d187","d8d57aee425f15adb39d0bb714b1decc65ac8a6c-0-fe5ede6f8518dad580f54b3e4133b5af7dafdf7c","d8d57aee425f15adb39d0bb714b1decc65ac8a6c","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d8d57aee425f15adb39d0bb714b1decc65ac8a6c-0-2183060d2c646baa2435e47fc3daeea26c9986b9"
"Letterkenny Army Depot","","Chambersburg, PA","1","12","6","0","10","9","19","0","5","9","14","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d93714930b7b48563b5f5592aafa58316dbad8a5-0-98585f31c50172506269c1ace8433bb0ada202df","d93714930b7b48563b5f5592aafa58316dbad8a5-0-1a7f7ab01df4827ba1a5eaaf96a83d2ab54b743c","d93714930b7b48563b5f5592aafa58316dbad8a5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d93714930b7b48563b5f5592aafa58316dbad8a5-0-a4b9bd0a7a5f4ce5572043f09e3a41a8665c7e5a"
"Letterkenny Army Depot","","Chambersburg, PA","1","12","6","0","10","9","19","0","5","9","14","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d93714930b7b48563b5f5592aafa58316dbad8a5-0-26f77289a2ef082aae37f3d1a0c42b7e93c31531","d93714930b7b48563b5f5592aafa58316dbad8a5-0-8081e19b3b52c983e408a1cb435f50dc2dd1d573","d93714930b7b48563b5f5592aafa58316dbad8a5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d93714930b7b48563b5f5592aafa58316dbad8a5-1-b5dd49ab037ce3d2761c28340abe4f55e0c953fb"
"Letterkenny Army Depot","","Chambersburg, PA","1","12","6","0","10","5","15","0","5","5","10","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d93714930b7b48563b5f5592aafa58316dbad8a5-0-1744416657429c86eacfe5f4cd9684725c9dc16f","d93714930b7b48563b5f5592aafa58316dbad8a5-0-76b08386e36a34f24b87e032e9d530913c88b58a","d93714930b7b48563b5f5592aafa58316dbad8a5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d93714930b7b48563b5f5592aafa58316dbad8a5-2-2f3bef8f8715b27089a9a349922e683909e77171"
"Letterkenny Army Depot","","Chambersburg, PA","1","8","4","0","10","6","16","0","3","6","9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-d93714930b7b48563b5f5592aafa58316dbad8a5-0-ec4c4ed4aae2ddbe93630f5ca7e2f767ed31eeb5","d93714930b7b48563b5f5592aafa58316dbad8a5-0-c4cadeb078b46afbb07cafd740bccb19af9354c7","d93714930b7b48563b5f5592aafa58316dbad8a5","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","d93714930b7b48563b5f5592aafa58316dbad8a5-3-1c419a1d452bec85d0a873516b47ad07182e50fd"
"L-3 Communications","","Waco, TX","1","15","9","0","0","0","0","0","5","36","41","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-da5c0c6efe1d55d85a5df8db117d236eeebbaa37-0-004562072a7608550507d26b2937fb44692ad288","da5c0c6efe1d55d85a5df8db117d236eeebbaa37-0-6df1feb3d64fad6014853b1b9715b50137b84929","da5c0c6efe1d55d85a5df8db117d236eeebbaa37","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","da5c0c6efe1d55d85a5df8db117d236eeebbaa37-0-0b53f3e4d4226e8f31c470303c32fd049ac63cc9"
"Azimuth Inc","","Morgantown","12","60","30","0","3","6","9","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-dbbaf594aff0e37fb0376f0684c444116dc9f152-0-11bf72345a62e06bba907cb46df66a1ebbffe243","dbbaf594aff0e37fb0376f0684c444116dc9f152-0-d9d85b0fd78f16be8c421558897c8ac99871c5d6","dbbaf594aff0e37fb0376f0684c444116dc9f152","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","dbbaf594aff0e37fb0376f0684c444116dc9f152-0-9d9aa78187f2aa669f72d1c6e93334a450a7622a"
"TBD","","TBD","12","60","30","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-dbbaf594aff0e37fb0376f0684c444116dc9f152-1-4db9296005a84a7dff2f2ed0021e59dc97ab0190","dbbaf594aff0e37fb0376f0684c444116dc9f152-1-1a96755d85b20a81833c6127ea1438d34a54f095","dbbaf594aff0e37fb0376f0684c444116dc9f152","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","dbbaf594aff0e37fb0376f0684c444116dc9f152-0-9d9aa78187f2aa669f72d1c6e93334a450a7622a"
"Lockheed Martin","","Newtown, PA","0","0","0","0","3","62","65","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-decdd26b8a8f3d890dadceea58ee6e286f4bbf8d-0-9bfd3fd768fe61358b5e3d5e654fb9dc6b679707","decdd26b8a8f3d890dadceea58ee6e286f4bbf8d-0-1fe89cc5ccbc51323632d3d4c6c6bce63d8c96c0","decdd26b8a8f3d890dadceea58ee6e286f4bbf8d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","decdd26b8a8f3d890dadceea58ee6e286f4bbf8d-0-97c1947cdf6c3aaff4027cc6bbb80ddac0cc8c28"
"UNK","","UNK","0","0","0","0","0","0","0","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-decdd26b8a8f3d890dadceea58ee6e286f4bbf8d-0-82e27a389dd6a86c455f5404b7cd2ac926996872","decdd26b8a8f3d890dadceea58ee6e286f4bbf8d-0-d801c0f8f8958441f0e4b9a28d121f5faa7501e2","decdd26b8a8f3d890dadceea58ee6e286f4bbf8d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","decdd26b8a8f3d890dadceea58ee6e286f4bbf8d-0-d6cb57ca1baf5b1ba6a76527260ecb38cb6971c0"
"Raytheon Missile System","","Tucson, AZ","400","840","720","6","3","21","24","7","6","23","29","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-df6fe3497f0e6ea9ab4d63282da61173a7265e62-0-c4ada4d7c46da040fa9ef2b7a16199be9d60e796","df6fe3497f0e6ea9ab4d63282da61173a7265e62-0-a6fe7a873e37ae2e84bb99f56a27a22917482d07","df6fe3497f0e6ea9ab4d63282da61173a7265e62","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","df6fe3497f0e6ea9ab4d63282da61173a7265e62-0-ff1e6c9befcee522327ecfe2fb026665ea94169a"
"Raytheon Missile System","","Tucson, AZ","400","840","720","6","3","24","27","7","6","23","29","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-df6fe3497f0e6ea9ab4d63282da61173a7265e62-0-d31e0f18fc473e128086de3b43f7ac604ccba21e","df6fe3497f0e6ea9ab4d63282da61173a7265e62-0-7691dfd2bf784863fcc5eeb1e8c716b4b167584a","df6fe3497f0e6ea9ab4d63282da61173a7265e62","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","df6fe3497f0e6ea9ab4d63282da61173a7265e62-1-d880810510e78013bedf3003471bdc1d5a734fda"
"RAYTHEON","","TUCSON, AZ","200","600","450","0","6","14","20","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-e12651c02d24b5eccac0c22bcf7f52dc22b45d52-0-9350d2139de7b1652094a5b26f555d7c2a77bdfa","e12651c02d24b5eccac0c22bcf7f52dc22b45d52-0-66ceeb1260e5320cdf2ee6dcba9dea521ac9ea61","e12651c02d24b5eccac0c22bcf7f52dc22b45d52","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","e12651c02d24b5eccac0c22bcf7f52dc22b45d52-0-cc38e70c79faa5c2157b65ecf6f86da855993a75"
"RAYTHEON","","TUCSON, AZ","200","600","450","0","6","14","20","6","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-e12651c02d24b5eccac0c22bcf7f52dc22b45d52-0-46ef459fe77787e4a2aa5abb9a2ebae0cce17c75","e12651c02d24b5eccac0c22bcf7f52dc22b45d52-0-56533c21b9ad6169037166b533a5a80678d28377","e12651c02d24b5eccac0c22bcf7f52dc22b45d52","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","e12651c02d24b5eccac0c22bcf7f52dc22b45d52-3-4013fff1b75dc38ccb1a2c4306f9402b3b51737d"
"L3 Communications","","Londonderry, NH","50","450","200","2","8","6","14","1","11","6","17","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-e35f2013cf7ea989d7304e88992a78e380702b76-0-5dbb11ce9b748c7035f9297563e93824a99f8d99","e35f2013cf7ea989d7304e88992a78e380702b76-0-562cde51be5c5a817083f5be7348ff4bd0924791","e35f2013cf7ea989d7304e88992a78e380702b76","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","e35f2013cf7ea989d7304e88992a78e380702b76-0-e453246e92d12989e01c6b58c3eed806bb4671e5"
"DRS RSTA","","Melbourne, FL","10","450","200","2","8","10","18","1","4","6","10","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-e35f2013cf7ea989d7304e88992a78e380702b76-1-ff4b9b11012fd68ca7240f088aa93b40ce4e2253","e35f2013cf7ea989d7304e88992a78e380702b76-1-40db7fe40bf938840ca031aaae85cb542590a287","e35f2013cf7ea989d7304e88992a78e380702b76","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","e35f2013cf7ea989d7304e88992a78e380702b76-0-e453246e92d12989e01c6b58c3eed806bb4671e5"
"TBS","","TBD","50","450","200","2","4","5","9","1","4","5","9","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-e35f2013cf7ea989d7304e88992a78e380702b76-2-5087d4ee4587db4064af4b119259a7b30caa1b65","e35f2013cf7ea989d7304e88992a78e380702b76-2-f698181d201af474aeb988478ad535cb75a6ec7b","e35f2013cf7ea989d7304e88992a78e380702b76","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","e35f2013cf7ea989d7304e88992a78e380702b76-0-e453246e92d12989e01c6b58c3eed806bb4671e5"
"TBS","","TBS","10","200","50","8","8","18","26","6","6","12","18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-ed9af931efc354655a411ffa784c667ad15b5e14-0-8bfc59ee88eab4a6e2c6354285223982eb6b1eda","ed9af931efc354655a411ffa784c667ad15b5e14-0-e6c5e770d6fc056c04183e452078dcefbf88f3d5","ed9af931efc354655a411ffa784c667ad15b5e14","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","ed9af931efc354655a411ffa784c667ad15b5e14-4-8a1a6224c27e18c78254e96e8e4efcc9f2cb2320"
"TBS","","TBS","10","200","50","8","8","18","26","6","6","12","18","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-ed9af931efc354655a411ffa784c667ad15b5e14-0-105de129406948bc3f30bdb991b3af51e097b160","ed9af931efc354655a411ffa784c667ad15b5e14-0-e33898d7b2f1362f48bb8d6073e3f4d7e5b15957","ed9af931efc354655a411ffa784c667ad15b5e14","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","ed9af931efc354655a411ffa784c667ad15b5e14-5-b8fabddaa240bb2fbf1a0f29b0d9fe6f4dd0294e"
"TBD -Remoteable Vehicle Tablet","","TBD","28","29","29","0","5","4","9","0","2","4","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-edccd098df896599a74e1c0a2ba274b6a733808b-0-7f738edc5d63ec5b35a0cca514b6a075823ad966","edccd098df896599a74e1c0a2ba274b6a733808b-0-68feb0d58ea9e9d9646c4dd6081cf639956dad06","edccd098df896599a74e1c0a2ba274b6a733808b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","edccd098df896599a74e1c0a2ba274b6a733808b-0-f5ef1ac5147b941d0d845e3e489473969c990dc0"
"TBD - Dismounted Tablet Device","","TBD","28","29","29","0","5","4","9","0","2","4","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-edccd098df896599a74e1c0a2ba274b6a733808b-0-96d49f973703f439d1c8b8f77395d967978f9dfb","edccd098df896599a74e1c0a2ba274b6a733808b-0-d0f88dfb34f398c1cfbc93d1e0ad24e2ff9d9844","edccd098df896599a74e1c0a2ba274b6a733808b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","edccd098df896599a74e1c0a2ba274b6a733808b-1-df9bb295928abcfc91cdb713a06c5f8a760b0abb"
"TBD - Vehicle Mounted Beacon","","TBD","28","29","29","0","5","4","9","0","2","4","6","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-edccd098df896599a74e1c0a2ba274b6a733808b-0-6ce4ec1aa062fdf6a2651be9a31f495bd15ddb8b","edccd098df896599a74e1c0a2ba274b6a733808b-0-6e67abbafcefc8cc9fa0827f0e309007a79c4b98","edccd098df896599a74e1c0a2ba274b6a733808b","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","edccd098df896599a74e1c0a2ba274b6a733808b-2-6bcb88a8ac398627dfc5c75db14eef2760ebc5a3"
"Bell Helicopter Textron Inc","","Fort Worth, Texas","1","3","2","0","8","0","8","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-ef63831f454c296074baa185b4e48e941439788d-0-a5f13847a4ce7faeddb388f0eea6abffa56a3e81","ef63831f454c296074baa185b4e48e941439788d-0-2f1256afb8b3d726781320fb05fdeb617be7863d","ef63831f454c296074baa185b4e48e941439788d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","ef63831f454c296074baa185b4e48e941439788d-0-8fb7519729b8a5343a0bf41e3bd5e7a5f1e533b7"
"Bell Helicopter Textron Inc","","Fort Worth, Texas","1","3","2","0","3","0","3","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-ef63831f454c296074baa185b4e48e941439788d-1-3b75223b1fbb6b51948f4014c0c3d716fd1c57d6","ef63831f454c296074baa185b4e48e941439788d-1-48135abc90d604248fd7a3af9099f0da7a55fe4a","ef63831f454c296074baa185b4e48e941439788d","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","ef63831f454c296074baa185b4e48e941439788d-0-8fb7519729b8a5343a0bf41e3bd5e7a5f1e533b7"
"TBD","","TBD","12000","144000","36000","3","17","13","30","3","5","14","19","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f16ff09c9ae8afed92fabc7fa6014b3e306a8722-0-00b1f65cc81d536f8b0dcdf460e893c89ecdf063","f16ff09c9ae8afed92fabc7fa6014b3e306a8722-0-646e789da39d94e17cd709dd194c236f735394df","f16ff09c9ae8afed92fabc7fa6014b3e306a8722","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","f16ff09c9ae8afed92fabc7fa6014b3e306a8722-0-9196731da77f6ed944734b664246420efe1583e2"
"Aimpoint","","Chantity, VA","","","","3","4","3","7","0","0","0","0","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement.ManufacturerList.Manufacturer.HistoryPlanningList-f16ff09c9ae8afed92fabc7fa6014b3e306a8722-0-294891fa19f415e1a8e3c1f53e988386e6ed2fb1","f16ff09c9ae8afed92fabc7fa6014b3e306a8722-0-0e7f7c6a06f031cd5dfd065dce4d52f9cd2c075b","f16ff09c9ae8afed92fabc7fa6014b3e306a8722","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Flyaway.Recurring.CostElementList.CostElement","f16ff09c9ae8afed92fabc7fa6014b3e306a8722-1-ca338375fc0c7d1e179b92a9a90b09bf27d42619"
