"@projectCategoryName","Cost_PriorYear_TotalCost_val","Cost_CurrentYear_TotalCost_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOne_TotalCost_val","Number_val","Title_val","CostElementList_Construction_PriorYear_TotalCost_val","CostElementList_Construction_CurrentYear_TotalCost_val","CostElementList_Construction_BudgetYearOneBase_TotalCost_val","CostElementList_Construction_BudgetYearOne_TotalCost_val","CostElementList_Construction_BudgetYearOneOCO_TotalCost_val","CostElementList_Equipment_PriorYear_TotalCost_val","CostElementList_Equipment_CurrentYear_TotalCost_val","CostElementList_Equipment_BudgetYearOneBase_TotalCost_val","CostElementList_Equipment_BudgetYearOne_TotalCost_val","CostElementList_Equipment_BudgetYearOneOCO_TotalCost_val","CostElementList_EquipmentInstallation_PriorYear_TotalCost_val","CostElementList_EquipmentInstallation_CurrentYear_TotalCost_val","CostElementList_EquipmentInstallation_BudgetYearOneBase_TotalCost_val","CostElementList_EquipmentInstallation_BudgetYearOne_TotalCost_val","CostElementList_EquipmentInstallation_BudgetYearOneOCO_TotalCost_val","CostElementList_ContractorSupport_PriorYear_TotalCost_val","CostElementList_ContractorSupport_CurrentYear_TotalCost_val","CostElementList_ContractorSupport_BudgetYearOneBase_TotalCost_val","CostElementList_ContractorSupport_BudgetYearOne_TotalCost_val","CostElementList_ContractorSupport_BudgetYearOneOCO_TotalCost_val","CostElementList_Other_BudgetYearOneBase_TotalCost_val","CostElementList_Other_BudgetYearOne_TotalCost_val","CostElementList_Other_CurrentYear_TotalCost_val","CostElementList_Other_PriorYear_TotalCost_val","CostElementList_Other_BudgetYearOneOCO_TotalCost_val","CostElementList_OtherInHouseSupport_CurrentYear_TotalCost_val","CostElementList_OtherInHouseSupport_PriorYear_TotalCost_val","CostElementList_OtherInHouseSupport_BudgetYearOneBase_TotalCost_val","CostElementList_OtherInHouseSupport_BudgetYearOne_TotalCost_val","CostElementList_OtherInHouseSupport_BudgetYearOneOCO_TotalCost_val","CostElementList_CorpsOfEngineersSupport_PriorYear_TotalCost_val","CostElementList_CorpsOfEngineersSupport_CurrentYear_TotalCost_val","EndItemSupportedModel_val","MilestoneList_InitialProjectAward_val","MilestoneList_FinalProjectAward_val","MilestoneList_ConstructionComplete_val","MilestoneList_EquipmentInstallationComplete_val","MilestoneList_ProveOutBegins_val","MilestoneList_ProveOutComplete_val","MilestoneList_FinalDesignComplete_val","MilestoneList_ConceptDesignComplete_val","NarrativeExplanation_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Production Support","3.684","","","","5113463","Roof Replacement, Production Buildings 3, 11 & 35","3.443","","","","","","","","","","","","","","","0.172","","","","","","","","","","","0.069","","","","","",".50 Cal, 20mm, 5.56mm, 7.62mm","2011-07","2011-07","2012-09","","","","","","Procurement dollars in the amount of $3.684 million support replacement and upgrades to the roofing systems on production buildings 3 and 35 at Lake City Army Ammunition Plant.  Project will include rehabilitation and weather-tightening of roofing systems.  Existing roofs are currently leaking and are unable to adequately protect modernized production equipment.  This project will replace the deteriorated lightning protection systems on buildings 3 and 35.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-10-9eb441723952e1d79d5d2fc46708f37bde57fc8c","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-112f536fa6ff7f0746fa3e1ade5de2c52e43b1c6"
"Production Support","","","1.877","1.877","5133606","Interior Buss Replacement","","","","","","","","1.324","1.324","0.000","","","0.503","0.503","0.000","","","0.05","0.05","0.000","","","","","","","","","","","","",".50 Cal, 5.56mm, 7.62mm","2013-06","2013-06","","2016-06","","","","","FY 2013 Base procurement dollars in the amount of $1.877 million support the replacement of the interior electrical buss and busways that provide power distribution to the main process operations at Lake City Army Ammunition Plant.  The existing busways are failing and antiquated.  The busways provide power to manufacturing process equipment and are critical to the operations of the plant power to manufacturing process equipment.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-11-3d0c016577107e1a668fa696fdc36271f89496d1","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-112f536fa6ff7f0746fa3e1ade5de2c52e43b1c6"
"Production Support","","1.25","","","5123608","Building 5 Telephone Switch Replacement","","","","","","","0.837","","","","","0.386","","","","","0.027","","","","","","","","","","","","","","","","5.56mm, 7.62mm, .50 Cal, 20mm, Small / Medium Cal. Links","2011-12","2011-12","","2012-09","2012-09","2012-09","","","Procurement dollars in the amount of $1.250 million support the replacement of building 5 telephone switch at Lake City Army Ammunition Plant.  The current switch is inadequate, has exceeded its life expectancy, and is obsolete making spare parts hard to find.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-12-94948f15addb91d13749df6af030fc9b1fb2fe64","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-112f536fa6ff7f0746fa3e1ade5de2c52e43b1c6"
"Production Support","","7.2","","","5123617","Construct New Emergency Services Center (ESC)","","6.729","","","","","","","","","","","","","","","0.471","","","","","","","","","","","","","","","","5.56mm, 7.62mm, .50 Cal, 20mm, Small and Med Cal. Links","2011-11","2012-03","2014-02","","","","2012-09","","Procurement dollars in the amount of $7.200 million support construction of a new Emergency Service Center at Lake City Army Ammunition Plant.  This project will improve emergency response times, personnel safety and improve critical work environment conditions for emergency staff members at the installation.  The new service center will have the footprint to house all emergency response equipment.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-13-67636f32709912613e39dffc204bcd3e41aa12a7","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-112f536fa6ff7f0746fa3e1ade5de2c52e43b1c6"
"Production Support","","","18.834","18.834","5133649","Electrical Substation & Distribution, Buildings 1 & 3","","","","","","","","13.559","13.559","0.000","","","4.795","4.795","0.000","","","0.48","0.48","0.000","","","","","","","","","","","","","5.56mm, 7.62mm, .50 Cal, 20mm, Small / Medium Cal. Links","2012-12","2013-12","","2014-06","2014-07","2014-08","","","FY 2013 Base procurement dollars in the amount of $18.834 million supports installation of an electrical substation and electrical distribution system for buildings 1 and 3 at Lake City Army Ammunition Plant (AAP).  These efforts support increased electrical requirements for heating, ventilation and air conditioning to improve overall work environment at Lake City AAP.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-14-f93df743e14567f34dd9fe115dc7c252a642f056","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-112f536fa6ff7f0746fa3e1ade5de2c52e43b1c6"
"Production Support","","","28.727","28.727","5133651","Install Heating, Ventilation, and Air Conditioning (HVAC) System - Bldg 1","","","0.55","0.55","0.000","","","23.067","23.067","0.000","","","4.596","4.596","0.000","","","0.514","0.514","0.000","","","","","","","","","","","","","5.56mm, 7.62mm","2012-12","2012-12","2015-09","2015-09","2015-11","2015-11","","","FY 2013 Base procurement dollars in the amount of $28.727 million support modernization and installation of a new heating, ventilation and air conditioning system in Building 1 at Lake City Army Ammunition Plant (AAP).  This project will improve the quality of work environment at Lake City AAP.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-15-2aba9f7bb7d11a606102b41b5af0c803878e02c0","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-112f536fa6ff7f0746fa3e1ade5de2c52e43b1c6"
"Production Support","","","1.323","1.323","5133504","Upgrade Facility Telephone System","","","1.24","1.24","0.000","","","","","","","","","","","","","0.062","0.062","0.000","0.021","0.021","","","0.000","","","","","","","","C-4, 40mm, HE Mortar LAP, MICLIC LAP","2013-03","2013-03","2014-04","","","","","","FY 2013 Base procurement dollars in the amount of $1.323 million support the upgrade of the existing telephone distribution system at Milan Army Ammunition Plant which has exceeded its economic and service life.  The upgrade will provide reliable voice and data communications within and external to the installation.  The current system has experienced system failures and parts obsolescence, disrupting communications and creating safety risks across the plant.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-0-60a602b037072a15d21c71db2cde233edde66cd7","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-3-a150dc56b96d016d7cd2de79ec2f912411ee3837"
"Production Support","0.751","","","","5113657","Repair Rail Bridge #21","0.695","","","","","","","","","","","","","","","0.036","","","","","","","","0.02","","","","","","","","","40mm, C4 Extrusion, HE Mortar LAP, Mortar Components","2011-12","2011-12","2012-12","","","","","","Procurement dollars in the amount of $0.751 million support rehabilitation to railroad bridge #21 at Milan Army Ammunition Plant.  The bridge was listed as poor condition based on the 2010 Installation Management Command (IMCOM) inspection and requires immediate attention to prevent bridge collapse.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-1-6ec148f4afed0e9296991e3eadc630d9ce61d9e2","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-3-a150dc56b96d016d7cd2de79ec2f912411ee3837"
"Production Support","2.522","","","","5113940","Water System Upgrades","","","","","","1.304","","","","","1.16","","","","","0.058","","","","","","","","","","","","","","","","","40mm, Composition-4, MICLIC, Cartridge & Propelling Charges","2011-03","2011-03","","2012-05","","","","","Procurement dollars in the amount of $2.522 million support the modernization upgrades to the water system at Milan Army Ammunition Plant.  The effort includes replacement of valves, piping and hydrants which were installed in 1945.  Valves and pipes are currently failing and cannot provide adequate water pressure to fire hydrants.  Repair parts for the existing system are no longer available.  The modernized system will provide sufficient fire suppression for production and administration buildings.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-f2a4ea8bafce3b9330d7b71a99ce8fd9e0d9f620","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-3-a150dc56b96d016d7cd2de79ec2f912411ee3837"
"Production Support","","11.107","","","5122650","Solvent Recovery Still House & Tank","","3.843","","","","","4.262","","","","","2.56","","","","","0.442","","","","","","","","","","","","","","","","Propellants","2012-06","2012-06","2013-12","2014-06","2014-07","2014-09","2012-03","","Procurement dollars in the amount of $11.107 million support the modernization and construction of new distillation house at Radford Army Ammunition Plant.  The current facility is failing and beyond routine repair.   Additionally, operators are directly exposed to hazardous vapors from system leaks and malfunctions.  The equipment and facility will provide for continued recovery and reuse of collected solvents in support of the solvent propellant manufacturing area, as well as reduce exposure of solvent to personnel.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-0-ac97a4b1cb6e71992b3b2fbbf0506b02e80f8666","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-4-1ec352dda3ce2ec1b582b1f95c7e8f2976f4099e"
"Production Support","16","132.821","","","5XX2736","Construct New Nitrocellulose (NC) Facility","","118.21","","","","","","","","","","","","","","","7.518","","","","","","","","","","16","","","","","7.093","Propellants for Large, Medium, and Small Cal Munitions","2012-07","2012-07","2015-11","","","","2012-03","","Procurement dollars in the amount of $132.821 million support the modernization and construction of a new, right-sized facility to produce high quality nitrocellulose (NC) at Radford Army Ammunition Plant.  The current NC facility has exceeded its useful life and experienced as many as seventy failures in twelve months.  This effort will construct and commission one train capable of producing NC.  It will also reduce energy consumption, reduce foot print and environmental effluents and improve quality, process controls, labor and material efficiencies.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-1-d479284e86dbafd1383a0f4e2886c46e815a3817","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-4-1ec352dda3ce2ec1b582b1f95c7e8f2976f4099e"
"Production Support","","","3.803","3.803","5133440","Compressor House Upgrades, Perpetual Reciprocal Electrical/Gas Reciprocal Driven (PRE/XRD)","","","","","","","","2.642","2.642","0.000","","","1.026","1.026","0.000","","","0.062","0.062","0.000","","","","","","","","0.073","0.073","0.000","","","Propellants for Large, Medium, Small Cal Munitions","2013-03","2013-03","","2014-03","2014-04","2014-04","2013-06","","FY 2013 Base procurement dollars in the amount of $3.803 million support rebuild of three Perpetual Reciprocal Electrical (PRE) and three Dual Steam and Gas Reciprocal Driven (XRD) air compressors at Radford Army Ammunition Plant.  The compressors support the Ammonia Oxidation Plant (AOP) units that produce Weak Nitric Acid (WNA).  The legacy compressors are antiquated and have exceeded their useful life.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-2-77c6d51060bb29be18da5e8a02ccf4182830406d","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-4-1ec352dda3ce2ec1b582b1f95c7e8f2976f4099e"
"Production Support","1.75","","","","5113502","Upgrade/Rehabilitate Railroad Tracks","0.756","","","","","0.331","","","","","0.478","","","","","0.185","","","","","","","","","","","","","","","","","Propellants for Large, Medium, and Small Cal Munitions","2011-06","2011-06","2012-01","2012-01","2012-02","2012-02","2011-12","","Procurement dollars in the amount of $1.750 million support the upgrade and rehabilitation to portions of the railroads at Radford Army Ammunition Plant (AAP).  An inspection conducted in September 2007 revealed several issues with the railroad ballast, as well as deteriorating cross ties.  In some cases, portions of the railroads are categorized as inoperable.  Radford AAP's railroad system supports production operations and is required to comply with the Army Technical Manual (TM) 5-628.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-3-c1030d0822a0525685aca098ae9d5d220acb48c2","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-4-1ec352dda3ce2ec1b582b1f95c7e8f2976f4099e"
"Production Support","","","2.571","2.571","5133927","Nitrate Removal System, Outfall 007","","","","","","","","2.01","2.01","0.000","","","0.317","0.317","0.000","","","0.024","0.024","0.000","0.17","0.17","","","0.000","","","0.05","0.05","0.000","","","Propellants for Large, Medium, and Small Cal Munitions","2013-03","2013-03","","2014-03","2014-04","2014-04","2013-09","","FY 2013 Base procurement dollars in the amount of $2.571 million support technology improvements to reduce the release of nitrates to the environment and allow recycling of acid wastewater at Radford Army Ammunition Plant (AAP).  This project will install a system that will recycle, recover and control nitrate effluent to assist Radford AAP in the reduction of nitrates.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-4-4dc87837b47d3ef0f0aef164fe63c099d6b4d59e","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-4-1ec352dda3ce2ec1b582b1f95c7e8f2976f4099e"
"Production Support","3.625","","","","5113120","Construct Acid Production, Emission Upgrades","","","","","","1.494","","","","","1.945","","","","","0.117","","","","","","","","","","","0.069","","","","","","Propellants for Large, Medium, Small Cal Munitions","2011-10","2011-10","2011-05","2011-05","2011-05","2011-05","2011-12","","Procurement dollars in the amount of $3.625 million support continued modernization of the nitric acid concentrator (NAC) and sulfuric acid concentrator (SAC) trains for the production of the nitrocellulose (NC) and propellants at Radford Army Ammunition Plant.  This effort will implement abatement technology to reduce the release of carbon monoxide.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-5-0a527ae49c16311c2cc3ab1b20a98e4bc98d4e52","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-4-1ec352dda3ce2ec1b582b1f95c7e8f2976f4099e"
"Production Support","","","12.438","12.438","5133439","Acid Sewers Upgrades","","","11.734","11.734","0.000","","","","","","","","","","","","","0.704","0.704","0.000","","","","","","","","","","","","","Propellants for Large, Medium, Small Cal Munitions","2013-03","2013-03","2014-09","","2014-10","2014-10","2013-09","","FY 2013 Base procurement dollars in the amount of $12.438 million support modernization upgrades to the existing acidic wastewater collection system at Radford Army Ammunition Plant.  The existing system was installed 50 years ago and experiences frequent leaks and failures.  A recent failure in March 2009 was repaired at a cost of $1.900M.  The system is no longer economically viable.  The modernized system will eliminate pump stations and will install approximately 13,660 feet of 36-inch diameter pipe as well as manholes and connections.  Upgrades are required to ensure adequate acidic wastewater processing capabilities to support production operations and to comply with environmental regulations.","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-6-5594e2fa1db6763adeb81e78db3d4002368a578a","4c83bebe9a9a1ff93102df767e9348e32dcd5d07","root.record.FacilityList.ProductionSupportFacility","4c83bebe9a9a1ff93102df767e9348e32dcd5d07-4-1ec352dda3ce2ec1b582b1f95c7e8f2976f4099e"
