"Name_val","Name_@footnote","Cost_TotalCost_AllPriorYears_val","Cost_TotalCost_PriorYear_val","Cost_TotalCost_CurrentYear_val","Cost_TotalCost_BudgetYearOneBase_val","Cost_TotalCost_BudgetYearOne_val","Cost_TotalCost_BudgetYearOneOCO_val","Cost_TotalCost_ToComplete_val","Cost_TotalCost_Total_val","Cost_TotalCost_BudgetYearTwo_val","Cost_TotalCost_BudgetYearThree_val","Cost_TotalCost_BudgetYearFour_val","Cost_TotalCost_BudgetYearFive_val","Cost_TotalCost_Continuing_val","Cost_Quantity_AllPriorYears_val","Cost_Quantity_Total_val","Cost_Quantity_PriorYear_val","Cost_Quantity_CurrentYear_val","Cost_Quantity_BudgetYearOneBase_val","Cost_Quantity_BudgetYearOne_val","Cost_Quantity_BudgetYearTwo_val","Cost_Quantity_BudgetYearThree_val","Cost_Quantity_BudgetYearFour_val","Cost_Quantity_BudgetYearFive_val","Cost_Quantity_ToComplete_val","Cost_UnitCost_AllPriorYears_val","Cost_UnitCost_Total_val","Cost_UnitCost_PriorYear_val","Cost_UnitCost_CurrentYear_val","Cost_UnitCost_BudgetYearOneBase_val","Cost_UnitCost_BudgetYearOne_val","Cost_UnitCost_BudgetYearTwo_val","Cost_UnitCost_BudgetYearThree_val","Cost_UnitCost_BudgetYearFour_val","Cost_UnitCost_BudgetYearFive_val","Cost_UnitCost_ToComplete_val","Cost_BudgetYearOneBase_TotalCost_val","Cost_BudgetYearOneBase_UnitCost_val","Cost_BudgetYearOneBase_Quantity_val","Cost_BudgetYearOne_TotalCost_val","Cost_BudgetYearOne_UnitCost_val","Cost_BudgetYearOne_Quantity_val","Cost_AllPriorYears_TotalCost_val","Cost_AllPriorYears_UnitCost_val","Cost_AllPriorYears_Quantity_val","Cost_PriorYear_TotalCost_val","Cost_PriorYear_UnitCost_val","Cost_PriorYear_Quantity_val","Cost_CurrentYear_TotalCost_val","Cost_CurrentYear_UnitCost_val","Cost_CurrentYear_Quantity_val","Cost_BudgetYearOneOCO_TotalCost_val","Cost_BudgetYearOneOCO_UnitCost_val","Cost_BudgetYearOneOCO_Quantity_val","Cost_ToComplete_TotalCost_val","Cost_ToComplete_UnitCost_val","Cost_ToComplete_Quantity_val","Cost_Total_TotalCost_val","Cost_Total_UnitCost_val","Cost_Total_Quantity_val","Cost_BudgetYearTwo_TotalCost_val","Cost_BudgetYearTwo_UnitCost_val","Cost_BudgetYearTwo_Quantity_val","Cost_BudgetYearThree_TotalCost_val","Cost_BudgetYearThree_UnitCost_val","Cost_BudgetYearThree_Quantity_val","Cost_BudgetYearFour_TotalCost_val","Cost_BudgetYearFour_UnitCost_val","Cost_BudgetYearFour_Quantity_val","Cost_BudgetYearFive_TotalCost_val","Cost_BudgetYearFive_UnitCost_val","Cost_BudgetYearFive_Quantity_val","Cost_Continuing_val","Cost_Continuing_@footnote","AllPriorYearsDeliveries_val","ManufacturerList_Manufacturer","SubCostElementList_SubCostElement","Remarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"2.  Logistics Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.006","","","0.006","","","0.000","","","0.257","","","0.781","","","0.000","","","0.007","","","1.078","","","0.006","","","0.007","","","0.007","","","0.007","","","","","","","","","54199b84bdf33e0aa339017e2e6b783733ad5f70-4-504b4f8b212cd2c4571997533fd38cbe1b6df23a","54199b84bdf33e0aa339017e2e6b783733ad5f70","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","54199b84bdf33e0aa339017e2e6b783733ad5f70-0-e44d3b5d535454a2d47529b91a3ec19d04da7e47"
"Data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.000","","","0.000","","","0.000","","","1","","","0.000","","","0.000","","","1","","","0.000","","","0.000","","","0.000","","","0.000","","","","","","","","","546e61c3a4fc771631e02d73fa2a0a2f0dc5ede7-0-6a4eb262d8e58f21a4ad6df77a60e796d212ccc2","546e61c3a4fc771631e02d73fa2a0a2f0dc5ede7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","546e61c3a4fc771631e02d73fa2a0a2f0dc5ede7-0-2739095050f021730b497270440aba22ff3245d3"
"Qualification Testing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.000","","","0.000","","","0.000","","","1.8","","","0.000","","","0.000","","","1.8","","","0.000","","","0.000","","","0.000","","","0.000","","","","","","","","","546e61c3a4fc771631e02d73fa2a0a2f0dc5ede7-1-b45d71603743ae75710065a0d700b377d7ce7af0","546e61c3a4fc771631e02d73fa2a0a2f0dc5ede7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","546e61c3a4fc771631e02d73fa2a0a2f0dc5ede7-0-2739095050f021730b497270440aba22ff3245d3"
"Program Office / Mission Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.000","","","0.000","","","0.000","","","6.8","","","0.000","","","0.000","","","6.8","","","0.000","","","0.000","","","0.000","","","0.000","","","","","","","","","546e61c3a4fc771631e02d73fa2a0a2f0dc5ede7-2-a02cde4def3c359ade3f2052a82c9bc3f038b31e","546e61c3a4fc771631e02d73fa2a0a2f0dc5ede7","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","546e61c3a4fc771631e02d73fa2a0a2f0dc5ede7-0-2739095050f021730b497270440aba22ff3245d3"
"Program Management Administration (PMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.605","","","2.605","","","10.442","","","2.034","","","2.563","","","0.000","","","11.631","","","40.148","","","2.65","","","2.695","","","2.741","","","2.787","","","","","","","","","5a4c604cd6958172476de6ef7a7c0949e94870ff-0-b62292e9ecfcb490004ce030d0045c94074e0650","5a4c604cd6958172476de6ef7a7c0949e94870ff","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","5a4c604cd6958172476de6ef7a7c0949e94870ff-0-7861d5fbd0cd4fb88d4225f7fddf85007dc1a054"
"Test Support/Reliability/Obsolescence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.371","","","24.371","","","143.617","","","8.081","","","29.664","","","0.000","","","143.789","","","434.051","","","24.259","","","25.674","","","18.743","","","15.853","","","","","","","","","5a4c604cd6958172476de6ef7a7c0949e94870ff-1-54753977f523341639c478587f8745453197a181","5a4c604cd6958172476de6ef7a7c0949e94870ff","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","5a4c604cd6958172476de6ef7a7c0949e94870ff-0-7861d5fbd0cd4fb88d4225f7fddf85007dc1a054"
"Prime Contractor Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.008","","","4.008","","","60.317","","","7.5","","","4.176","","","0.000","","","20.705","","","114.405","","","4.168","","","4.335","","","4.508","","","4.688","","","","","","","","","5a4c604cd6958172476de6ef7a7c0949e94870ff-2-1ecf67ffb06815c3d45b28f4af1f5f83dbd75518","5a4c604cd6958172476de6ef7a7c0949e94870ff","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","5a4c604cd6958172476de6ef7a7c0949e94870ff-0-7861d5fbd0cd4fb88d4225f7fddf85007dc1a054"
"JPO Technical Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.000","","","29.589","","","0.000","","","0.000","","","0.000","","","0.000","","","29.589","","","0.000","","","0.000","","","0.000","","","0.000","","","","","","","","","5a4c604cd6958172476de6ef7a7c0949e94870ff-3-71a69e4f9ebed52024269a16d02a1c1c355020b5","5a4c604cd6958172476de6ef7a7c0949e94870ff","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","5a4c604cd6958172476de6ef7a7c0949e94870ff-0-7861d5fbd0cd4fb88d4225f7fddf85007dc1a054"
"Program Management Administration (PMA)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.605","","","2.605","","","0.000","","","0.000","","","2.563","","","0.000","","","23.863","","","39.904","","","2.65","","","2.695","","","2.741","","","2.787","","","","","","","","","5a4c604cd6958172476de6ef7a7c0949e94870ff-0-21f77f276e0e53038bfd79d6f4f0e284b556902b","5a4c604cd6958172476de6ef7a7c0949e94870ff","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","5a4c604cd6958172476de6ef7a7c0949e94870ff-0-a6c42e5fe33e2e1ac680a46f17c7eecd0d080ed8"
"Test Support/Reliability/Obsolescence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.713","","","5.713","","","0.000","","","0.501","","","7.175","","","0.000","","","100.939","","","175.78","","","18.082","","","21.896","","","13.902","","","7.572","","","","","","","","","5a4c604cd6958172476de6ef7a7c0949e94870ff-1-797c92ab0996357217aac24582b15883ed0a45cd","5a4c604cd6958172476de6ef7a7c0949e94870ff","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","5a4c604cd6958172476de6ef7a7c0949e94870ff-0-a6c42e5fe33e2e1ac680a46f17c7eecd0d080ed8"
"Prime Contractor Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.008","","","4.008","","","1.031","","","1.816","","","3.853","","","0.000","","","43.978","","","72.385","","","4.168","","","4.335","","","4.508","","","4.688","","","","","","","","","5a4c604cd6958172476de6ef7a7c0949e94870ff-2-e65f9c27d58c26e3e42c7b0bea032525f96c491b","5a4c604cd6958172476de6ef7a7c0949e94870ff","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","5a4c604cd6958172476de6ef7a7c0949e94870ff-0-a6c42e5fe33e2e1ac680a46f17c7eecd0d080ed8"
"JPO Technical Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","","","","","","","5a4c604cd6958172476de6ef7a7c0949e94870ff-3-b81b46c189a818139fda97ad56d1d2ef29fc4162","5a4c604cd6958172476de6ef7a7c0949e94870ff","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","5a4c604cd6958172476de6ef7a7c0949e94870ff-0-a6c42e5fe33e2e1ac680a46f17c7eecd0d080ed8"
"Airframe Peculiar Ground Support Equipment (PGSE)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","","","0.5","","","0.000","","","2.2","","","4","","","0.000","","","5.6","","","17.1","","","0.2","","","2.3","","","0.3","","","2","","","","","","","","","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-0-3769c8c24309fbfb5248bdfa040de7427b474666","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-0-a78f0afa8d9ae891d52b0799e9007f8dcbb2b4a4"
"Peculiar Training Equipment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.63","","","22.63","","","0.000","","","34.1","","","36.61","","","0.000","","","12.8","","","132.671","","","1.685","","","13.75","","","4.216","","","6.88","","","","","","","","","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-1-d08860c8af5f8c1edf677de731c9f3978b4b95a3","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-0-a78f0afa8d9ae891d52b0799e9007f8dcbb2b4a4"
"Block Upgade Production Cut-in NRE (1/2)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","0.000","","","0.000","","","0.000","","","0.000","","","0.000","","","7.5","","","1.5","","","0.000","","","0.000","","","5","","","","","","","","","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-2-83f3f12f209bd92582b43f39236ab2aa8c96d690","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-0-a78f0afa8d9ae891d52b0799e9007f8dcbb2b4a4"
"Publications/Technical Data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","3","","","0.000","","","2.6","","","1.8","","","0.000","","","7.5","","","34.4","","","3.75","","","4.5","","","5.25","","","6","","","","","","","","","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-3-de2d5b71bcd27d88b06cf91dffb6826e56c62376","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-0-a78f0afa8d9ae891d52b0799e9007f8dcbb2b4a4"
"Diminishing Manufacturing Sources (DMS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.677","","","1.677","","","0.000","","","6.47","","","4.939","","","0.000","","","21.46","","","54.445","","","5.187","","","3.566","","","7.354","","","3.792","","","","","","","","","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-4-96833208ae51e79b5e50d0f92a908475e3cf7179","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-0-a78f0afa8d9ae891d52b0799e9007f8dcbb2b4a4"
"Interim Contractor Support (ICS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","","","4.5","","","0.000","","","0.000","","","10.4","","","0.000","","","11.6","","","42.5","","","4.5","","","4.5","","","4.5","","","2.5","","","","","","","","","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-5-bf7bf5e377dbf5182ebd008663c56911dbb0021d","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-0-a78f0afa8d9ae891d52b0799e9007f8dcbb2b4a4"
"Interim Supply Support (ISS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.194","","","40.194","","","0.000","","","26.847","","","40.713","","","0.000","","","172.386","","","505.401","","","64.504","","","44.879","","","86.046","","","29.832","","","","","","","","","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-6-83d0de2b15262d0f60861d9588061f229caa066e","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-0-a78f0afa8d9ae891d52b0799e9007f8dcbb2b4a4"
"Data","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.7","","","0.7","","","0.000","","","2.157","","","2.6","","","0.000","","","0.000","","","7.957","","","0.7","","","0.8","","","1","","","0.000","","","","","","","","","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-7-2e4bd1ac4fa0d355fc577bc7f5b303d2ce0b22a3","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-0-a78f0afa8d9ae891d52b0799e9007f8dcbb2b4a4"
"Post Delivery Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8","","","3.8","","","0.000","","","2","","","4","","","0.000","","","4.5","","","24.8","","","0.000","","","1.5","","","7.1","","","1.9","","","","","","","","","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-8-7d1f3349e468a39ebd0f1e0c05c182e8729dc9ef","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-0-a78f0afa8d9ae891d52b0799e9007f8dcbb2b4a4"
"PMA Contractor Services","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.708","","","0.708","","","0.000","","","1.7","","","0.861","","","0.000","","","5.64","","","12.694","","","0.000","","","1.532","","","0.743","","","1.51","","","","","","","","","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-9-8e83a73fe4b0344c7861cf8bcda76bce804849b9","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-0-a78f0afa8d9ae891d52b0799e9007f8dcbb2b4a4"
"PMA Government Costs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.749","","","0.749","","","0.000","","","0.000","","","0.7","","","0.000","","","0.000","","","3.209","","","0.481","","","0.342","","","0.937","","","0.000","","","","","","","","","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-10-5c9eafc923b6ed05f18ed8ad7800253a986cda29","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-0-a78f0afa8d9ae891d52b0799e9007f8dcbb2b4a4"
"Other Government Cost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.691","","","0.691","","","0.000","","","1.8","","","1","","","0.000","","","13.16","","","20.456","","","0.23","","","0.89","","","0.795","","","1.89","","","","","","","","","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-11-dbd59b03de361181d5f13a0aa1ec64f82bf2067a","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","6056fe48fc8334c581c8bb457fb6ff8aceb20ddf-0-a78f0afa8d9ae891d52b0799e9007f8dcbb2b4a4"
"Technical Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.298","","","23.298","","","333.641","","","24.953","","","27.703","","","0.000","","","0.000","","","448.017","","","35.5","","","2.922","","","0.000","","","0.000","","","","","","","","","6296a202a2fd163c0f92b5bea13deb04118899e1-0-caccccb2b764c61cd6ecc301e15becc42b7f8883","6296a202a2fd163c0f92b5bea13deb04118899e1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","6296a202a2fd163c0f92b5bea13deb04118899e1-0-1b5fdc07498d148be02db1f12749030658c25e75"
"Program Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.551","","","0.551","","","52.788","","","0.764","","","0.542","","","0.000","","","0.000","","","55.562","","","0.802","","","0.115","","","0.000","","","0.000","","","","","","","","","6296a202a2fd163c0f92b5bea13deb04118899e1-1-557941c846451c3fc32b27d35e7f6fde1b62aef2","6296a202a2fd163c0f92b5bea13deb04118899e1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","6296a202a2fd163c0f92b5bea13deb04118899e1-0-1b5fdc07498d148be02db1f12749030658c25e75"
"On-Orbit Planning Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.785","","","12.785","","","94.068","","","12","","","12.762","","","0.000","","","0.000","","","146.066","","","13.169","","","1.282","","","0.000","","","0.000","","","","","","","","","6296a202a2fd163c0f92b5bea13deb04118899e1-2-febc44b8587679d88c39a4e3dae26815ceaa0c4b","6296a202a2fd163c0f92b5bea13deb04118899e1","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","6296a202a2fd163c0f92b5bea13deb04118899e1-0-1b5fdc07498d148be02db1f12749030658c25e75"
"2.1) Airframe PGSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.759","","","2.759","","","62.903","","","4.803","","","1.586","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","634947291901776ed1fc4994d520d08d1f1c5191-0-b9828542fa163a1a2039885285e34d141ed6120a","634947291901776ed1fc4994d520d08d1f1c5191","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","634947291901776ed1fc4994d520d08d1f1c5191-0-3eae3c9661c173ef7f6828ad6d5cf686d0ef8a92"
"2.2) Engine PGSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.191","","","0.191","","","4.585","","","0.184","","","0.188","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","634947291901776ed1fc4994d520d08d1f1c5191-1-006972a19ed1ce361c5f107bc0cc99be05eca35c","634947291901776ed1fc4994d520d08d1f1c5191","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","634947291901776ed1fc4994d520d08d1f1c5191-0-3eae3c9661c173ef7f6828ad6d5cf686d0ef8a92"
"2.3) Avionics PGSE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.469","","","4.469","","","64.604","","","7.073","","","2.322","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","634947291901776ed1fc4994d520d08d1f1c5191-2-3aa60209542ee3fbe5f9831c3b5260029bab4b78","634947291901776ed1fc4994d520d08d1f1c5191","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","634947291901776ed1fc4994d520d08d1f1c5191-0-3eae3c9661c173ef7f6828ad6d5cf686d0ef8a92"
"2.4) Pec Trng Eq","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.52","","","2.52","","","302.775","","","5.049","","","1.619","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","634947291901776ed1fc4994d520d08d1f1c5191-3-a9f540840ffaaa1850b1eafec4a0e334aebee3ba","634947291901776ed1fc4994d520d08d1f1c5191","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","634947291901776ed1fc4994d520d08d1f1c5191-0-3eae3c9661c173ef7f6828ad6d5cf686d0ef8a92"
"2.5) Pub/Tech Eq","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.38","","","2.38","","","36.153","","","1.944","","","2.327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","634947291901776ed1fc4994d520d08d1f1c5191-4-374c7e875251167ca893f023a725e717f0804766","634947291901776ed1fc4994d520d08d1f1c5191","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","634947291901776ed1fc4994d520d08d1f1c5191-0-3eae3c9661c173ef7f6828ad6d5cf686d0ef8a92"
"2.6) Other ILS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.318","","","7.318","","","50.434","","","7.877","","","5.457","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","634947291901776ed1fc4994d520d08d1f1c5191-5-8e473c00a8abd4e8434308eedf3c4d75816cef80","634947291901776ed1fc4994d520d08d1f1c5191","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","634947291901776ed1fc4994d520d08d1f1c5191-0-3eae3c9661c173ef7f6828ad6d5cf686d0ef8a92"
"2.7) Field Activities","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.172","","","22.172","","","273.662","","","38.31","","","21.999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","634947291901776ed1fc4994d520d08d1f1c5191-6-44dde4361d2292e8a8c697ca5d986b97707c6987","634947291901776ed1fc4994d520d08d1f1c5191","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","634947291901776ed1fc4994d520d08d1f1c5191-0-3eae3c9661c173ef7f6828ad6d5cf686d0ef8a92"
"2.8) Production Eng Support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.5","","","0.5","","","21.328","","","0.544","","","0.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","634947291901776ed1fc4994d520d08d1f1c5191-7-28620b04214b36983b50bd00636902f79515d819","634947291901776ed1fc4994d520d08d1f1c5191","root.record.ItemExhibitList.P5Item.CostElementCategoryList.Support","634947291901776ed1fc4994d520d08d1f1c5191-0-3eae3c9661c173ef7f6828ad6d5cf686d0ef8a92"
