"Name_val","Name_@footnote","CategoryList_Category","TotalCost_TotalCost_AllPriorYears_val","TotalCost_TotalCost_PriorYear_val","TotalCost_TotalCost_CurrentYear_val","TotalCost_TotalCost_BudgetYearOneBase_val","TotalCost_TotalCost_BudgetYearOneBase_@footnote","TotalCost_TotalCost_BudgetYearOneOCO_val","TotalCost_TotalCost_BudgetYearOne_val","TotalCost_TotalCost_BudgetYearTwo_val","TotalCost_TotalCost_BudgetYearThree_val","TotalCost_TotalCost_BudgetYearFour_val","TotalCost_TotalCost_BudgetYearFive_val","TotalCost_TotalCost_ToComplete_val","TotalCost_TotalCost_Total_val","TotalCost_TotalCost_Continuing_val","ModificationItemsIndicator_val","Remarks_val","OverallHistoryPlanningRemarks_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"ITEMS LESS THAN $5,000,000 (CARGO-UTILITY)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-07695e22ebf7ea1b68ec01125e6e580e7727aaca-0-77a04311fa3c436992dd1b538f548d801cfc383f","","","","","","","","","","","","","","","","FY13 unit costs are subject to change.","","07695e22ebf7ea1b68ec01125e6e580e7727aaca-0-a1547a4dfd42b8d56c5bc40e12a50d32bd0f0bcd","07695e22ebf7ea1b68ec01125e6e580e7727aaca","root","07695e22ebf7ea1b68ec01125e6e580e7727aaca-8ea430a74a07b9b5d70887d24d7679b30b1c2f2a"
"","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-07a7f78d6d2a4e1df0c4c1fef2c1ac8cb2228723-0-a49ee7d6a5cbba0a17a6df74fdd5c317bcfd98f4","","","","","","","","","","","","","","","","","","07a7f78d6d2a4e1df0c4c1fef2c1ac8cb2228723-0-d1a730622fe34e91608785cbd48807dc8eab6a28","07a7f78d6d2a4e1df0c4c1fef2c1ac8cb2228723","root","07a7f78d6d2a4e1df0c4c1fef2c1ac8cb2228723-ed7f14c41901c210a3227f39c55e150f3e6adaf9"
"AIRBORNE MINE COUNTERMEASURES","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-07e48af35628c3380110acef714e6ae87c9e8f5b-0-53c25af0bb572f169e1445e051f14bfbbdb80c1d","","","","","","","","","","","","","","","","","","07e48af35628c3380110acef714e6ae87c9e8f5b-0-e2d5c973b67bb2e18ad9ec654d645a9ed11fb357","07e48af35628c3380110acef714e6ae87c9e8f5b","root","07e48af35628c3380110acef714e6ae87c9e8f5b-6588d7e1efb3b052585c7631f5988cfa39b0e2ac"
"CCALL","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-086f5258b19005be4593baa1c9cdf9eec7cd1cad-0-860d1afde94d801395eca90da27a91ac703fc240","","","","","","","","","","","","","","","","","","086f5258b19005be4593baa1c9cdf9eec7cd1cad-0-2aaf4e8520ac97d17bf0a63ef8a9530a47f84d82","086f5258b19005be4593baa1c9cdf9eec7cd1cad","root","086f5258b19005be4593baa1c9cdf9eec7cd1cad-7cf0ca486c1a837c2f65174494d32ed1c6cc2ae5"
"","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-08cb4cf0d92eb430b7dcbd273dd130ffa5ab10bf-0-b96d4a02fc8a6a513635e7560e74560d0f31d729","","","","","","","","","","","","","","","","","","08cb4cf0d92eb430b7dcbd273dd130ffa5ab10bf-0-36424f008b6a5817611a1299bd0ed7150821f37f","08cb4cf0d92eb430b7dcbd273dd130ffa5ab10bf","root","08cb4cf0d92eb430b7dcbd273dd130ffa5ab10bf-3f48d109617c7432694a23d2320c9a2b25075591"
"FUZES (FMU-152/B JOINT PROGRAMMABLE FUZE)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-08d4d6f0e6109b6c0c64a8a3d8a54c656365c49f-0-5f81d0c99e99f2411a15b00595de3317042c915f","","","","","","","","","","","","","","","","","This acquisition was initially competed under a full and open competition for priced production lots 1-5.  It also included a Production Price Commitment Curve (PPCC) for the remaining quantities (production lots 6-9).  Contractor notified the government that it cannot meet the PPCC for the remaining productions lots (6-9).  Upon receipt of this notification, the JPF Program Office (JPO) issued a sources sought synopsis to examine the market for alternate qualified sources of supply, but found that no other source was available without unacceptable delay and substantial duplicative cost.  The contract buy authority will be reached during Option 7, FY2010 $, requiring a new contract to be awarded.","08d4d6f0e6109b6c0c64a8a3d8a54c656365c49f-0-f7a1ebb464cc6ea89d1358a72d55b7f8642cf2bb","08d4d6f0e6109b6c0c64a8a3d8a54c656365c49f","root","08d4d6f0e6109b6c0c64a8a3d8a54c656365c49f-8f309bbb3df8527648f4cf4e4fb8f61239863d00"
"FUZES (DSU-33D/B PROXIMITY SENSOR - KY70)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-08d4d6f0e6109b6c0c64a8a3d8a54c656365c49f-1-aeaf2fdb08ea314cdbc9903efc486e777e949297","","","","","","","","","","","","","","","","","The footnote below applies to the following items: DSU-33D/B PROXIMITY SENSOR - KY70:Basic Contract was awarded April 2006 with 5 option years. Options will be used and then procurement responsibilities will transition to SMCA in FY2012.The footnote below applies to the following items: DSU-33D/B PROXIMITY SENSOR - KY70:FY12 procurement will be an option of the 2006 Basic contract.The footnote below applies to the following items: DSU-33D/B PROXIMITY SENSOR - KY70:FY2013 procurement responsibilities will be transitioned to the Single Manager for Conventional Ammunition (SMCA)/Army.  Contracting will be a competitve environment among technically qualified sources.","08d4d6f0e6109b6c0c64a8a3d8a54c656365c49f-1-c2bb06dd50d0edcd058a20cfff8fecb73083d9d3","08d4d6f0e6109b6c0c64a8a3d8a54c656365c49f","root","08d4d6f0e6109b6c0c64a8a3d8a54c656365c49f-8f309bbb3df8527648f4cf4e4fb8f61239863d00"
"FUZES (ITEMS LESS THAN $5 MILLION)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-08d4d6f0e6109b6c0c64a8a3d8a54c656365c49f-2-81cfcaf4ee518e7ef7307fb3d7e9fc9542b3d51a","","","","","","","","","","","","","","","","","","08d4d6f0e6109b6c0c64a8a3d8a54c656365c49f-2-a6ae33f1a18727a4ad7c19a7760a1458e8196a85","08d4d6f0e6109b6c0c64a8a3d8a54c656365c49f","root","08d4d6f0e6109b6c0c64a8a3d8a54c656365c49f-8f309bbb3df8527648f4cf4e4fb8f61239863d00"
"F-22","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-094b114b010621064be6b19ba691583e52d3c19b-0-d4616c1de9758abc919ac8928e5c196975bb0d4f","","","","","","","","","","","","","","","","","","094b114b010621064be6b19ba691583e52d3c19b-0-863efadfb4fc67408913fb15c4d718a1d4880b30","094b114b010621064be6b19ba691583e52d3c19b","root","094b114b010621064be6b19ba691583e52d3c19b-8701a036d3e4f771152a162f667dffb322d4ab03"
"4 Items each under $5M (PCMV, COOP, VIPS, AT 21)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-09afb420cd77db36b737bfc4a543177e450b1416-0-a49dc15cf52d0924b0e4aa26ecb2aa660da87798","","","","","","","","","","","","","","","","","","09afb420cd77db36b737bfc4a543177e450b1416-0-306472642cea458072439979159baaad12cf1db3","09afb420cd77db36b737bfc4a543177e450b1416","root","09afb420cd77db36b737bfc4a543177e450b1416-a38ddd4dc9bb478ae09d7b06832f9c36c44e9614"
"Family of Tactical Trailers","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-0a5fdd7534548e2dd625361e3cceb0454f20e3fb-0-f2096e1e02f4884fc93ab83b629312f68e8a5f43","","","","","","","","","","","","","","","","","","0a5fdd7534548e2dd625361e3cceb0454f20e3fb-0-378ab42cc6b696b60ca1a78276f5a483b9475215","0a5fdd7534548e2dd625361e3cceb0454f20e3fb","root","0a5fdd7534548e2dd625361e3cceb0454f20e3fb-a144204b384b37f7d4fddd81ba9a971c5f169b12"
"Cruiser Modernization Weapons","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-0b4ecd83c5dc2fb139c9959db3dccb5579af46c4-0-f49b21c6625ae28b69e758b40563c502eb24e731","","","","","","","","","","","","","","","","","","0b4ecd83c5dc2fb139c9959db3dccb5579af46c4-0-c1515485b538714219ff992a03a8a0d789c0a381","0b4ecd83c5dc2fb139c9959db3dccb5579af46c4","root","0b4ecd83c5dc2fb139c9959db3dccb5579af46c4-d427d5581ebdb4d500b363a712fa39a468636fdd"
"Tactical Fuel Systems","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-0b8313a7855132cb3d44edfaa83fb20ceb723c72-0-74577fb8dd3f753d458c12d1dab0afa8d115f3a1","","","","","","","","","","","","","","","","","","0b8313a7855132cb3d44edfaa83fb20ceb723c72-0-624b285112c2336746acc0a7261dfd4e471863ef","0b8313a7855132cb3d44edfaa83fb20ceb723c72","root","0b8313a7855132cb3d44edfaa83fb20ceb723c72-587b4804c1b1861d93b9cb12421e4d51c31fb3f6"
"Military Information Support Operations Systems","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-0b98cb62206fa0c3fd06f0aa1bb05ea065775072-0-f88252293197aca325d301ff5389ef6c9b358bba","","","","","","","","","","","","","","","","","","0b98cb62206fa0c3fd06f0aa1bb05ea065775072-0-522387f7c9040aae1926e535b70f5c21e3b8b77e","0b98cb62206fa0c3fd06f0aa1bb05ea065775072","root","0b98cb62206fa0c3fd06f0aa1bb05ea065775072-23ed0bb903a178a8f78b2224e0f4802fde90492f"
"Items less than $5 Million","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-0d083459f6a98f69c9b95bc8e6cbfdc629351dbe-0-381816aeea922b732096038e4d4530d033e2da15","","","","","","","","","","","","","","","","","","0d083459f6a98f69c9b95bc8e6cbfdc629351dbe-0-e9d94a2d5388d6319e4d0a297540f93350e86c4c","0d083459f6a98f69c9b95bc8e6cbfdc629351dbe","root","0d083459f6a98f69c9b95bc8e6cbfdc629351dbe-673c77693bcfa8081847ba9b2549e2be3061d4d0"
"ASW Range Support","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-0d38a43334130b87ed8b357c273ced67cafdc290-0-37b67f5048f6cfc6b9e98c2289496ea32253f0d3","","","","","","","","","","","","","","","","","","0d38a43334130b87ed8b357c273ced67cafdc290-0-1d80492512ce4605a887647e4ec602bc0db23828","0d38a43334130b87ed8b357c273ced67cafdc290","root","0d38a43334130b87ed8b357c273ced67cafdc290-cee3aed99ceb136f834ad80c2cfd490f916eadfa"
"General Purpose Trucks","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-0de344cf7292055aa680d3591b15d790331780a6-0-0d5b9f81b9f4b907dc321c0f4ca097ea7db70e57","","","","","","","","","","","","","","","","","","0de344cf7292055aa680d3591b15d790331780a6-0-2bb800dbcc34b3f5d104ea60118faf5564194b29","0de344cf7292055aa680d3591b15d790331780a6","root","0de344cf7292055aa680d3591b15d790331780a6-395249e6e39b2100cef094ec2a54f398066214c7"
"1U030 Automatic Identification System (AIS)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-0edb2e40ccbb87a7b41b83a9cefcbb11115d6cc3-0-490daf7ab301d5790eda7f269d25a6afede782e7","","","","","","","","","","","","","","","","","","0edb2e40ccbb87a7b41b83a9cefcbb11115d6cc3-0-e600503b169b5cb77e819a3a41193857987c65de","0edb2e40ccbb87a7b41b83a9cefcbb11115d6cc3","root","0edb2e40ccbb87a7b41b83a9cefcbb11115d6cc3-4977f02e94c35576125227774906c2a912dc109c"
"Expeditionary Airfields","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-0fbf020be3d35b73b86b71d218cd6053de8ae556-0-6ccc9ad85b82afdb11d0881da96e5e33edda359e","","","","","","","","","","","","","","","","","","0fbf020be3d35b73b86b71d218cd6053de8ae556-0-b775f0c962cd6b4a50cc84fd234e95e9512780a6","0fbf020be3d35b73b86b71d218cd6053de8ae556","root","0fbf020be3d35b73b86b71d218cd6053de8ae556-cd1de46af9af1eed7c1ff01bafd1a0ce765e52f7"
"AIRBORNE MINE NEUTRALIZATION SYSTEMS","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-10eacd2e42cecc63ec1465ab7efd766f914045c2-0-46956b219d59e6ad2660ddd9f4d501c114eae521","","","","","","","","","","","","","","","","[AM080 Unit Cost -  EMNS NEUTRALIZERS -] [AM081 COUNTERMEASURE SYSTEM (CMS)]","","10eacd2e42cecc63ec1465ab7efd766f914045c2-0-7c59a679dccd11f3bb3b4102bc1b752351df3dce","10eacd2e42cecc63ec1465ab7efd766f914045c2","root","10eacd2e42cecc63ec1465ab7efd766f914045c2-292c70a6d93e8f1ee30922064950c7601c117685"
"C-130 Modifications","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-11386b235a44e4cb40696129ff8b4f42351221de-0-ced09c915b2db61429c9850168e09b1ae9b0e579","","","","","","","","","","","","","","","","","","11386b235a44e4cb40696129ff8b4f42351221de-0-0c359831eee5a79e09d0695dc27fff3d5898f7b1","11386b235a44e4cb40696129ff8b4f42351221de","root","11386b235a44e4cb40696129ff8b4f42351221de-e1db90901e0fa72e43afd4ffd42f7632b4563767"
"Ship Communications Automation","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1186bb212599de8cf1f30d8159472ba3d40b260a-0-8cb869e9ac92b7ca3fc0e423d1dcdf88c7a813fa","","","","","","","","","","","","","","","","","","1186bb212599de8cf1f30d8159472ba3d40b260a-0-185d024002fa1fb702fe2e199fe5606a6c363287","1186bb212599de8cf1f30d8159472ba3d40b260a","root","1186bb212599de8cf1f30d8159472ba3d40b260a-96e2040be88db64762966cca54facc21751a1e24"
"PASSENGER CARRYING VEHICLES","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-12183aa49e5a00bc52998c74f449304d44ddbe6e-0-daf7e0993fef5b9c971e8929b5894395a128542c","","","","","","","","","","","","","","","","UNIT COSTS FOR FY13 ARE SUBJECT TO CHANGE.","","12183aa49e5a00bc52998c74f449304d44ddbe6e-0-e6bf90e3f9b7a700ec44531b97087488855a081e","12183aa49e5a00bc52998c74f449304d44ddbe6e","root","12183aa49e5a00bc52998c74f449304d44ddbe6e-775e50949fb33020e65daa1a3beea744106d1bac"
"Firefighting Equipment","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-12583133fb5c7cb95e12145d79ea4eaf570c625b-0-b62c95c9ab87058da27fd1ba47ae62f5a4bee5de","","","","","","","","","","","","","","","","[HB003 - BREATHING APPARATUS REPLACEMENT] HB003 - Unit quantity for confined space entry was changed to reflect a shipset instead of individual pieces of equipment; there is no change to the equipment being procured or its contract price. FY11 EEBD's are for 1 LHD, FY12 is for 4 CG's, 1 DDG, 1 LHD, 2 LSD's and 4 MCM's; FY13 is for 5 CG's, 9 DDG's, 1 LHD, 5 LSD's and 7 MCM's.  FY12 SCBA's are for 9DDG's, 1 LSD and 5 CNE training centers; FY13 SCBA's are for 4 DDG's.","","12583133fb5c7cb95e12145d79ea4eaf570c625b-0-e0690b5cfb9e9fcb76653317d20b5482cb462e96","12583133fb5c7cb95e12145d79ea4eaf570c625b","root","12583133fb5c7cb95e12145d79ea4eaf570c625b-15dd0e025ed35ac617853c6ad697a0d662e7f8bd"
"LCS MISSION MODULES","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-12c7e179c83208f2afc0fb12b0310e9f37f7f97c-0-1d217448ffee303c069cbf0c217368c0ebe2fa19","","","","","","","","","","","","","","","","This should be listed on the LM001 Remarks line","","12c7e179c83208f2afc0fb12b0310e9f37f7f97c-0-d1e050eb5a08474e9bb8386e5a2a04bd072ed5a2","12c7e179c83208f2afc0fb12b0310e9f37f7f97c","root","12c7e179c83208f2afc0fb12b0310e9f37f7f97c-53eefe8e6d8a7ebc954877f98bc3750703fb52c3"
"Bulk Liquid Equipment","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-131a55573959ebc821f99a9861645e33223a952e-0-9c038ef91c8e0678ec46024f7e7211f37f96e16a","","","","","","","","","","","","","","","","","","131a55573959ebc821f99a9861645e33223a952e-0-645ea683e8c1f65494bf8587bf34f84193abd28c","131a55573959ebc821f99a9861645e33223a952e","root","131a55573959ebc821f99a9861645e33223a952e-ac7a44d39e3afa06e585f31fe37832cb39ef1d09"
"First Destination Transportation","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1361da1b230d9e289f3999ac62f9cb020f870bf8-0-d0116fa4003f7fae01c0bbcc369de429e4088e97","","","","","","","","","","","","","","","","","","1361da1b230d9e289f3999ac62f9cb020f870bf8-0-b65e17006bfb47eeebad850eac39b5683f5d9f76","1361da1b230d9e289f3999ac62f9cb020f870bf8","root","1361da1b230d9e289f3999ac62f9cb020f870bf8-a327683c1facc62e1612e4573ccdacdf55d47c20"
"ITEMS LESS THAN $5,000,000 (MATERIALS HANDL EQUIP)","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-13cc30fbf346e900fe2e35bd18a2084778655628-0-00ad364310e4b13e03693bfea9eefcc55a90389a","","","","","","","","","","","","","","","","","","13cc30fbf346e900fe2e35bd18a2084778655628-0-1ac21aec3c3ffcfceba2f9bb16ba282f57a3d575","13cc30fbf346e900fe2e35bd18a2084778655628","root","13cc30fbf346e900fe2e35bd18a2084778655628-61d1d0c3414c3eec903e930c7aa9619d6350a823"
"Other Training Equipment","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-147a347a2cdd6db446badd6d2fb8f0d6ac661ced-0-64ac82dc34e426e0277acdfcd36cec7e68f7c834","","","","","","","","","","","","","","","","","","147a347a2cdd6db446badd6d2fb8f0d6ac661ced-0-57ffa716655bc4be2e26cce87885118c0918f0d6","147a347a2cdd6db446badd6d2fb8f0d6ac661ced","root","147a347a2cdd6db446badd6d2fb8f0d6ac661ced-b026a47b702f81a922064dc12185b76dd08192df"
"AGM-65","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-14805295a2a06c17b050a1a2c3d1b8f776897157-0-e3b5075ba2d9e5a9a185a3b2774893ea2e89c40b","","","","","","","","","","","","","","","","","","14805295a2a06c17b050a1a2c3d1b8f776897157-0-6ecd3d4486fc74a2feeb9b2bc5c39927a7753844","14805295a2a06c17b050a1a2c3d1b8f776897157","root","14805295a2a06c17b050a1a2c3d1b8f776897157-a6550a3ced5efd5a9a24e1c19d7a1208266f0ebd"
"ANTI SHIP MISSILE DECOY SYSTEM","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-148d3e20cd86d336fbe242e34d6d982c950c358a-0-5fbc54adb99db04687e3f1adbcfc2be9998a4cea","","","","","","","","","","","","","","","","","","148d3e20cd86d336fbe242e34d6d982c950c358a-0-83efa92770fba9ed2fb72033208dea52d6614925","148d3e20cd86d336fbe242e34d6d982c950c358a","root","148d3e20cd86d336fbe242e34d6d982c950c358a-e324baaf4ce748fa501ad786bf86080fe17302ba"
"MINESWEEPING SYSTEM REPLACEMENT","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-14e10190eafad39a89b4c593bbdecf13962cd1f6-0-6f51627bc3d483791f20d1004b4f901c5c70032f","","","","","","","","","","","","","","","","","","14e10190eafad39a89b4c593bbdecf13962cd1f6-0-e489ee5126a649946f1f8491e0b6dd53d4b8c9e8","14e10190eafad39a89b4c593bbdecf13962cd1f6","root","14e10190eafad39a89b4c593bbdecf13962cd1f6-27479b46e68acaa335eb25ffb68b3a88b910ebcc"
"","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-15d98d54786a3ad89d3341a283b94c429411c098-0-4fd9725a6363df16bbf78bb894e57442bf1198a6","","","","","","","","","","","","","","","","","","15d98d54786a3ad89d3341a283b94c429411c098-0-fd7674f6da997a964919e92c5d9d164458bcb8ed","15d98d54786a3ad89d3341a283b94c429411c098","root","15d98d54786a3ad89d3341a283b94c429411c098-0d4cb4f145e73ce04b5adcfca6172ab5316fbf2a"
"Small Arms Ammunition","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-16fd4ff019f8600a32b1700037dbc88a4d094e5d-0-f73ae8f0d050c29521a3a38854706497f071a9d1","","","","","","","","","","","","","","","","","","16fd4ff019f8600a32b1700037dbc88a4d094e5d-0-4adca86245b715a64b65144fceece25cda7d938a","16fd4ff019f8600a32b1700037dbc88a4d094e5d","root","16fd4ff019f8600a32b1700037dbc88a4d094e5d-f557c5377a8625a95efd12a06fde70c07ad40e0c"
"EOD Systems","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1771eb5671eea12af2bb1311539b294f3bf374c2-0-62f85280867eb65341ef06a1cffe1b4cf70789e6","","","","","","","","","","","","","","","","[Assault Breacher Vehicle (ABV)] Equipment Upgrades.[Low Metallic Signature Mine Detector] FY14 consists of product qualification testing.","","1771eb5671eea12af2bb1311539b294f3bf374c2-0-1d8e5c08ad92c96eee5b1b2cf93184d8cd952b17","1771eb5671eea12af2bb1311539b294f3bf374c2","root","1771eb5671eea12af2bb1311539b294f3bf374c2-54f730a9cace6cee32efd3c5314da23dfe4bd208"
"Items less Than $5 Million","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-17b994a3d109d6ba3f9b771057318e03807c471a-0-330f2a9a12f487bed29d6c7f68f17edeb9c26d7f","","","","","","","","","","","","","","","","","","17b994a3d109d6ba3f9b771057318e03807c471a-0-2a65137730605ac37005fd05a4ba3892f2b7c839","17b994a3d109d6ba3f9b771057318e03807c471a","root","17b994a3d109d6ba3f9b771057318e03807c471a-6d9e5c9c5956d332d351f390c37eb7fc7a59d08c"
"","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-893a7816477375baa6b0867d579c0f842538513e","","","","","","","","","","","","","","","","","","189c5d6813e7f5c9b1f188198d28ffb1383623fa-0-4a94d7e9a0407bd470507188e21c319bcf9d6281","189c5d6813e7f5c9b1f188198d28ffb1383623fa","root","189c5d6813e7f5c9b1f188198d28ffb1383623fa-1437555bcbb0afb11be5854ab8f8065cd6cc1ee6"
"Other Missile Support","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-18ce724aedfa61ddd5fdc3c36f9e3ad65e790092-0-50047fb944062eda86d7cebdfea5bdaa8faf9a2a","","","","","","","","","","","","","","","","","","18ce724aedfa61ddd5fdc3c36f9e3ad65e790092-0-d4d59c4a9952242ceb1a1d09d940f4685477d43c","18ce724aedfa61ddd5fdc3c36f9e3ad65e790092","root","18ce724aedfa61ddd5fdc3c36f9e3ad65e790092-0e842a0a1ddac402167f0d2964539cbaac442880"
"Weapons Range Support Equipment","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1998e9f1ffc3bbf700dbc134356595587da633d8-0-284817e78f488e176c91d8fde77e4bdf1a2c22fc","","","","","","","","","","","","","","","","","","1998e9f1ffc3bbf700dbc134356595587da633d8-0-300dad2adcbea3507d2de7f0006854de634b256c","1998e9f1ffc3bbf700dbc134356595587da633d8","root","1998e9f1ffc3bbf700dbc134356595587da633d8-b6b542e219112717f49a40cf0aed51b9b69e1f12"
"Acft Rearming Equip","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-19fcef8c769fd6bd9285d971c303fef80fd7d7be-0-0cf60d9ed3da4b22b399569a8c88027d0f2f1d95","","","","","","","","","","","","","","","","","","19fcef8c769fd6bd9285d971c303fef80fd7d7be-0-13a9eadcfee66552380ae72aa53207da07b0a91c","19fcef8c769fd6bd9285d971c303fef80fd7d7be","root","19fcef8c769fd6bd9285d971c303fef80fd7d7be-94e9b4b0130df22a36cde399441327a659481330"
"AGM-86","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1a0d86d16fb7c4fd2ff7b41ec7fcb180b0859473-0-d98ced1cd6d0df2f00f7d314d6759ac32d1a6c3d","","","","","","","","","","","","","","","","","","1a0d86d16fb7c4fd2ff7b41ec7fcb180b0859473-0-ebcf4fa6351f7e24c984f3a0afdad2c13b2e4411","1a0d86d16fb7c4fd2ff7b41ec7fcb180b0859473","root","1a0d86d16fb7c4fd2ff7b41ec7fcb180b0859473-c97fe4e765442b73360e5521b8e5e35a04d91b2f"
"","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1a5d4ad366f4d94e8c36ec3ca2b2d9eed605bc9c-0-e7cdfe46b8bfd1f7db70925090f80504c98d4666","","","","","","","","","","","","","","","","","","1a5d4ad366f4d94e8c36ec3ca2b2d9eed605bc9c-0-c0bfd086c3f6efa39ab3fb46dd7bb414a02626dc","1a5d4ad366f4d94e8c36ec3ca2b2d9eed605bc9c","root","1a5d4ad366f4d94e8c36ec3ca2b2d9eed605bc9c-518d18cfbb282b3af896b25c8b5c7ab244c26ae9"
"Communications Items under $5M","","root.record.ItemExhibitList.P40AItemGroup.CategoryList-1adf350a07e242d34fbbf0882f84aaef8787f6fd-0-f202ddfa477d9894e59cf8b357fe31144fd3158d","","","","","","","","","","","","","","","","[NU238 JTRS HMS Radios] NU238 HMS Radio - FY11 unit costs were higher due to non-recurring costs associated with initial procurement.[NU245 HYDRA] Unit costs vary with ship type and are based on the number of channels and radios in the system. FY12 procurement cost supports base unit procurement for installation in Norfolk School House (no install cost). FY13 procurement cost supports full HYDRA system and a base unit procurement San Diego School House (no install cost).[NU260 DAMA IW ] FY12 DAMA IW PC units cost are higher due to non-recurring cost associated with initial procurement.[NU790 Navy Expeditionary C4I] Funds initially realigned from BSO 25 BLI 6060 to BSO 39 BLI 8120 starting FY13. Further realignment moved funding from 8120 to 3057. This is not a new start.","","1adf350a07e242d34fbbf0882f84aaef8787f6fd-0-d9096e00450cfc81559be94a925cec05ca8b4afc","1adf350a07e242d34fbbf0882f84aaef8787f6fd","root","1adf350a07e242d34fbbf0882f84aaef8787f6fd-92a2df75aee87f3a222141c5961cb7d360abb338"
