"Title_val","PriorYear_Funding_val","PriorYear_Text_val","CurrentYear_Funding_val","CurrentYear_Text_val","@ROWID","@RECORDID","@PARENT","@PARENTROWID"
"Blue Devil 1","0.000","N/A","58.600","Support Blue Devil 1 technology demonstration in theater.","80c399b2f64debbbd1a7a3435de39a9d8f8720e2-1-1e455a0f7a40a4f49d94843912ee47c638c0e1c9","80c399b2f64debbbd1a7a3435de39a9d8f8720e2","root.record.ProjectList.Project","80c399b2f64debbbd1a7a3435de39a9d8f8720e2-0-1b50554c3a2ee4900e43254ba8b1878dba0eae14"
"SOF Advance Concept Technology Demonstration (ACTD) Programs","7.958","Expanded and enhanced current Unclassified Test Bed (UTB) capabilities such as evaluating, developing, prototyping and fabricating quick reaction prototypes.  Included in this effort is a classified area that will provide SOF the ability to quickly transition candidate technologies from an unclassified T&E environment to a classified T&E environment.","","","81efbcafee8191b8351311ed4fb11c1c13064da4-0-1117223d1bcd103670cd2858c7626c8ea40f76f3","81efbcafee8191b8351311ed4fb11c1c13064da4","root.record.ProjectList.Project","81efbcafee8191b8351311ed4fb11c1c13064da4-0-d5c4070200bca5c99ddb361255b650c00b5864ad"
"Weather Satellite Follow-on (WSF)","","","123.681","Conduct Analysis of Alternatives (AoA) and pre-acquisition activities for a follow-on to the Defense Meteorological Satellite Program (DMSP) Block 5; develop analytical tools and evaluate ground, space, and user architectures; conduct system trades and analysis and requirements development; perform risk reduction activities for optical, infra-red, space weather, microwave sensors and spacecraft; investigate and implement alternatives for exploitation of non-traditional weather data sources; provide experimental satellite data to DoD users to mitigate the risk of weather forecasting gaps due to termination of the Defense Weather Satellite System (DWSS).","88d7c21679aa30fa88b80bd01b8db4b9d201cf75-0-c852a3c2953cd45c216645b561712a24f2720d7a","88d7c21679aa30fa88b80bd01b8db4b9d201cf75","root.record.ProjectList.Project","88d7c21679aa30fa88b80bd01b8db4b9d201cf75-0-1ddb8c0915ec0037254b15298c7642e5f2f62be3"
"Congressional Add for Project KARNAC","4.749","Continued common logical data model and management interfaces to include net-centric satellite observations for high accuracy processing; space surveillance observations interface; and non-traditional sensors. Provided additional funds to project KARNAC to improve JSpOC capabilities to include non-traditional data and three dimensional modeling and simulation.","","","8b1e3d4bd6a1bcba1b5c28aa9b80e31b3d85dea2-0-013a8f39a816598d64837f292311e2ef0c2e4783","8b1e3d4bd6a1bcba1b5c28aa9b80e31b3d85dea2","root.record.ProjectList.Project","8b1e3d4bd6a1bcba1b5c28aa9b80e31b3d85dea2-3-2b3902d1ef6cab29703b6cfaaa656ac130f775be"
"CANES (Cong)","","","12.000","Complete development of statutory and regulatory acquisition documentation to achieve CANES MS C.  Revise Cost Analysis Requirement Description (CARD) and life Cycle Cost Estimate (LCCE) in support of Navy's Service Cost Position (SCP) for MS C.  Conduct OA in support of MS C. Preparation begins for Initial Operational Test and Evaluation (IOT&E) on Unit level platforms to complete operational testing.  Continue hosted system integration testing and Application Integration (AI) as they migrate to CANES baseline.  Prepare Enterprise Engineering and Certification (E2C) lab for testing on platform set 1 and 2 baselines.  Commence Source Selection activities associated with Full Deployment contract and development of platform set 3 and 4 baselines.  Achieve MS C.  Systems engineering efforts following down select to complete functional baselines, updates and corrections to technical data packages.","9f0a72870b1a39cb7c34d70e2c425723e7ba2e3f-0-1f32403576fbdc939faa36da5899d41a1704fe6b","9f0a72870b1a39cb7c34d70e2c425723e7ba2e3f","root.record.ProjectList.Project","9f0a72870b1a39cb7c34d70e2c425723e7ba2e3f-1-95257aa8059287f411f793e1f606af9abc53cca8"
"Common Upper Stage","25.000","Continued Development of RL-10C to achieve a Common Upper Stage.","","","9fe5502fa06edea025e0d3b5acdf19264e0f5ba9-0-1657f7af14ebf76f922da3b4e2a59a511e8eec37","9fe5502fa06edea025e0d3b5acdf19264e0f5ba9","root.record.ProjectList.Project","9fe5502fa06edea025e0d3b5acdf19264e0f5ba9-0-0d65a376def22a996f28a55d3b91406fe47ec7e6"
"F136 Propulsion System","69.288","Continued F136 Propulsion System development effort by the General Electric/Rolls Royce Fighter Engine Team (GE/RR FET)","","","a2dceb368f7a1ab885ae89a4202346966675e846-0-5dd38df23867c1acf550360fda776f60d062650d","a2dceb368f7a1ab885ae89a4202346966675e846","root.record.ProjectList.Project","a2dceb368f7a1ab885ae89a4202346966675e846-0-19f3cea9fb1ed0106e4ec8a1173672f8cd15d6e5"
"CW Bill Young Marrow Donor Program","31.340","This effort supported the research of the C.W. Bill Young Bone Marrow Donor Recruitment and Research Program.","31.500","This effort continues the research of the C.W. Bill Young Bone Marrow Donor Recruitment and Research Program.","a5c50b1bd1744515e67ef1f74c712ff43ea59749-0-8f586cccfe34d51cd053b2166b7ff6f18c2f486d","a5c50b1bd1744515e67ef1f74c712ff43ea59749","root.record.ProjectList.Project","a5c50b1bd1744515e67ef1f74c712ff43ea59749-1-1717b5283ecb7c9371bffb613b27ee5f83ca7366"
"Naval Special Warfare Performance and Injury Prevention Program","5.731","This effort continued work at Naval Special Warfare Group 2 (Little Creek) and Naval Special Warfare Group 4, Special Boat Team 22 (Stennis), and initiated a new work effort at Seal Qualification Training (Coronado) to strategically maximize human capital by reducing the rate of unintentional musculoskeletal injury, sharpen battlefield performance, optimize military readiness, extend the tactical life cycle of the Operator, and enhance quality of life of the Operator after service.","7.200","This effort continued the data collection at Naval Special Warfare Group 2 (Little Creek) and Naval Special Warfare Group 4, Special Boat Team 22 (Stennis), Seal Qualification Training (Coronado) to strategically maximize human capital by reducing the rate of unintentional musculoskeletal injury, sharpen battlefield performance, optimize military readiness, extend the tactical life cycle of the Operator, and enhance quality of life of the Operator after service.  Established human performance laboratory at Coronado.","a5c50b1bd1744515e67ef1f74c712ff43ea59749-1-7db1bcf10f52a901fb3dc96a793839fec06905b7","a5c50b1bd1744515e67ef1f74c712ff43ea59749","root.record.ProjectList.Project","a5c50b1bd1744515e67ef1f74c712ff43ea59749-1-1717b5283ecb7c9371bffb613b27ee5f83ca7366"
"Military Dental Research","6.367","Continued the development of novel treatments for wounds based on the use of cells and factors to improve wound healing.","5.100","N/A","a788d84467a5b2d1287871d2053ee81e3079e233-0-4a581d83fe66f9090b33e1f433f83db149d1d3e7","a788d84467a5b2d1287871d2053ee81e3079e233","root.record.ProjectList.Project","a788d84467a5b2d1287871d2053ee81e3079e233-1-2e0892eeb0acccff66e625f10b6ad4648438fff9"
"Wound Care Research (transferred from Defense Health Program)","10.347","The Wound Care Research Program is a comprehensive effort to develop novel diagnostics and treatments to enhance the care of the wounded warfighter.  The program utilizes cutting edge molecular assays and advanced computational biology to develop a device to predict the outcome of wounds.  The development of novel treatments for wounds is based on the use of cells and factors to improve wound healing.","13.000","N/A","a788d84467a5b2d1287871d2053ee81e3079e233-1-0dc5c10628fc36e90cdd6b61f51ca7539f0b4c6d","a788d84467a5b2d1287871d2053ee81e3079e233","root.record.ProjectList.Project","a788d84467a5b2d1287871d2053ee81e3079e233-1-2e0892eeb0acccff66e625f10b6ad4648438fff9"
"DD(X) FSST","12.934","Provides funding to develop a common, affordable technically acceptable Navy-wide alternative to replace Full Ship Shock Trials (FSST) for surface ships. FSSTs are required for all new ship classes and flights to confirm design and construction shock hardness requirements.","","","a7dae5b30c186be1ae8a86f1161afda74e87eab8-0-d65f91d5d1ba85659bfeed800b732b22a115c460","a7dae5b30c186be1ae8a86f1161afda74e87eab8","root.record.ProjectList.Project","a7dae5b30c186be1ae8a86f1161afda74e87eab8-6-c963695ed73f4bf8e031afa709691eba3e9d3c8c"
"CARGO UAS - Cong","36.000","The Cargo UAS will address the immediate Marine Corps need as described in the Joint Urgent Operational Needs Statement (CC-0375).","","","a84c66bc9a72e0f0191bb50960ce050373274fdc-0-12f5872a315a9aacb2861c7c47f5ea3a0fed1904","a84c66bc9a72e0f0191bb50960ce050373274fdc","root.record.ProjectList.Project","a84c66bc9a72e0f0191bb50960ce050373274fdc-0-be52e1b03e3bc34f16ebb80dacb34a7e4ce70140"
"Space Situational Awareness.","0.000","N/A","20.000","Conduct Congressionally-directed effort.","ac6b2981759f1d97ec1caf921ed6d2605b573cd9-0-f358ab82cdc6fda7d5295b6e4a2416dbf032fc11","ac6b2981759f1d97ec1caf921ed6d2605b573cd9","root.record.ProjectList.Project","ac6b2981759f1d97ec1caf921ed6d2605b573cd9-0-1bef40eee9403fa0001067c1405af7676c94b7d1"
"Adv Sub Sys Dev (Cong)","","","5.380","N/A","acbeca1dd071d2add460502ec7dee87651c761a4-0-1affb8d1599fa06d4eb5fcd7a6d7b985ba2c239b","acbeca1dd071d2add460502ec7dee87651c761a4","root.record.ProjectList.Project","acbeca1dd071d2add460502ec7dee87651c761a4-4-c45e36186c5079b4c8c17741750cb4370873ad97"
"Classified","102.124","Classified Program","96.401","Classified Program","b08aa3a3f32b155e907fd3a56bdb2fe0e9089f30-0-2d3acadcbacd66431d4028bd493d4adeda34b49f","b08aa3a3f32b155e907fd3a56bdb2fe0e9089f30","root.record.ProjectList.Project","b08aa3a3f32b155e907fd3a56bdb2fe0e9089f30-0-99fc3a60f56ba8c6c32b99dfa8c9bcf21227dcb5"
"Adv Radar Innovation Fund - Surf (Cong)","","","20.000","N/A","b47a724c90e747f8e4d51fea03f45b90b9ede9b9-0-3833a760d853089e48c89d35ffac21ae1dd61295","b47a724c90e747f8e4d51fea03f45b90b9ede9b9","root.record.ProjectList.Project","b47a724c90e747f8e4d51fea03f45b90b9ede9b9-5-fa6a6a34008cd033fcf9191b30413b4f0bb0f98b"
"SMALL BUSINESS TECHNOLOGY INSERTION","15.919","N/A","","","b4c0ca20b597577158a4db2dee790121f547e845-0-e78b4fbee384d4713671a07a0f6905a0125eb636","b4c0ca20b597577158a4db2dee790121f547e845","root.record.ProjectList.Project","b4c0ca20b597577158a4db2dee790121f547e845-4-c4aa755a2f86a6448407184ed6fb6750c563bd9c"
"New Design SSN SBIR (Cong)","","","15.000","N/A","b4c0ca20b597577158a4db2dee790121f547e845-1-de18f6eca49307b371c9b2b46be560b972534ad6","b4c0ca20b597577158a4db2dee790121f547e845","root.record.ProjectList.Project","b4c0ca20b597577158a4db2dee790121f547e845-4-c4aa755a2f86a6448407184ed6fb6750c563bd9c"
"Nanotechnology Research (Cong)","","","8.000","Support basic research to discover and exploit unique properties of materials at the nanoscale to enable new applications enhancing future weapon systems.  Research will be focused in one, some or all of the areas identified in the National Nanotechnology Initiative Strategic Plan: Fundamental Nanoscience Phenomena and Processes, Nanomaterials, Nanoscale Devices and Systems, Instrumentation Research, Metrology, and Standards for Nanotechnology, Nanomanufacturing, Major Research Facilities and Instrumentation Acquisition, and Societal Dimensions.","b98f9ce8ef0f521d9b2c84073a427c28ba07fa67-0-434cc1f28c0f1fcc83f6a1c666fb465bb55f884d","b98f9ce8ef0f521d9b2c84073a427c28ba07fa67","root.record.ProjectList.Project","b98f9ce8ef0f521d9b2c84073a427c28ba07fa67-1-643e74eb98f18d29a2bd35d7dc93c7374d6aba98"
"Responsive Launch Capability","31.492","Continued developing a responsive launch capability focused on six key components:  storable launch vehicles, including ultra low cost versions; rapid orbital trajectory automation; autonomous flight safety; on-board metric tracking; space based range; and automated range safety analyses.","25.000","Continue the ORS Enabler Mission and selected launch vehicle improvements leading to a launch in 4QFY13.  Continue developing an ultra-low cost, rail launched new small launch capability.  Continue development and qualification testing of autonomous flight safety assemblies, on-board metric tracking, and space based range.","baff0b86e5ddcb8597acbaf56be7bd9c0b326b93-0-ae2d2898857a8702c0d699c56d46edad47107468","baff0b86e5ddcb8597acbaf56be7bd9c0b326b93","root.record.ProjectList.Project","baff0b86e5ddcb8597acbaf56be7bd9c0b326b93-1-59093d4e59a6c64eb0bc9495b3df0fa4f73293b5"
"Advanced Targeting Pod Integration - Congressional Add","6.500","Congressional add used to develop software updates to integrate the LITENING Gen-4 ATP on the B-52.","","","c2ad04098c88d4f48422cdbf5992f96cc48b3fdd-0-322e36fb93bc07fe64a5b86849881dc177670965","c2ad04098c88d4f48422cdbf5992f96cc48b3fdd","root.record.ProjectList.Project","c2ad04098c88d4f48422cdbf5992f96cc48b3fdd-0-88b69f1a22623be2d1e1d28b9f97bc6e7df369f5"
"Best Industrial Processes for Department of Defense Depots","8.000","Conducted Congressionally-directed effort.","0.000","N/A.","c7dcb312e4ad4aa823d02b054a19e27ebcd2856d-0-80aff00b384010d195bf724626a7f0d39bfcd675","c7dcb312e4ad4aa823d02b054a19e27ebcd2856d","root.record.ProjectList.Project","c7dcb312e4ad4aa823d02b054a19e27ebcd2856d-0-fa01a97781191569a29f23dc39ff8214da81e429"
